simple.classes,simple.attributes,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.symbols_max,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.branch_min,modelbased.branch_max,modelbased.attribute_min,modelbased.attribute_max,landmarking.naive_bayes,landmarking.stump_sd,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n2,n4,t1,t2,density,closeness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_disp.ratio_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_cm.mean_ofs_10,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,gh.mean,gh.norm.mean,gh.norm.sd,ls.mean,ls.min,ls.ratio,sample.y_max,sample.y_mean
0.0,-0.01977582,0.0,-0.2946064,-0.11368136,0.0,0.057967182,0.2153813,-0.036200326,0.0,0.0,0.16390769,0.0,-0.028953392,0.017130207,0.0,0.0,0.327135,-0.06865863,-0.10280806,-0.005171884,-0.19691989,0.11281547,0.72549963,0.0,0.0,0.0,0.003799649,0.0,-0.032607082,-0.31002083,-0.3963893,0.0,-0.027090158,0.17642684,0.03111925,0.1922272,0.08254876,0.096101224,0.10007331,-0.30317035,-0.05191552,0.016787617,0.0,0.0,0.011501454,0.016376223,0.1646257,-0.14186226,-0.01607262,-0.030113949,0.34791347,-0.14626285,0.002947772,-0.034819923,0.4869881,0.0,-0.058490913,0.0,-0.11937024,-0.0031126663,0.2414441,-0.32511985,-0.011571269,-0.078438014,-0.026986519,0.03833711,0.6432008,0.35224953,-0.021870758,0.36172363,0.0,-0.005174185,-0.0125571545,0.43262845,0.7787441,-0.017663686,0.04452329,-0.0143686645,0.139889,-0.08219072
0.0,-0.02590413,0.0,-0.2841701,-0.1334067,0.0,-0.030547993,-0.5071193,-0.12000284,0.0,0.0,0.17723402,0.0,0.122812465,0.0036411574,0.0,0.0,0.23916827,0.099788114,0.102788195,0.093283996,-0.06656197,-0.5275954,-0.65796655,0.0,0.0,0.0,0.0044592978,0.0,-0.042416837,0.04132563,1.0978533,0.0,-0.05804028,0.05915191,0.112275064,-0.014350231,-0.12518634,-0.0013163108,-0.19708434,0.20911765,0.028908521,-0.03419589,0.0,0.0,-0.056192316,0.012220484,-0.16503073,0.038814336,-0.018543469,0.020836022,-0.45868832,0.15000762,-0.4080273,0.014752143,-0.049441513,0.0,-0.2347192,0.0,0.040801097,-0.44905627,-0.2643819,-0.6338086,-0.009080026,-0.078438014,-0.10734093,0.009710375,-0.17726725,-0.41613898,0.027089914,0.2608191,0.0,-0.033901077,0.009196964,-0.15988109,-0.6316929,-0.069888234,-0.04484333,-0.042395208,0.21170047,-0.0065627145
0.0,0.11690607,0.0,-0.19751188,0.15966779,0.0,-0.030547993,0.39885974,0.03534708,0.0,0.0,-0.2707787,0.0,-0.06097007,0.040201694,0.0,0.0,0.3178966,-0.09150263,-0.03739849,0.030396162,0.11678984,0.76482016,-0.14105293,0.0,0.0,0.0,-0.005730729,0.0,0.060395177,0.09592994,0.9961859,0.0,-0.053019956,0.03346381,-0.06913285,-0.011942029,-0.08632177,-0.0027628783,-0.1736175,0.18467917,0.030021656,-0.03419589,0.0,0.0,-0.10902232,0.05786886,0.2742839,0.100650616,0.0144730965,-0.030113949,0.37331527,-0.14626285,0.02382337,0.038369432,0.39679122,0.0,-0.11584379,0.0,0.028151728,-0.022529252,-0.15326217,-0.18183991,-0.009080026,0.00081730634,0.07399437,0.009710375,0.2790153,0.2161062,-0.08039943,0.46179053,0.0,-0.0033476287,-0.0125571545,-0.24035016,-0.5914185,-0.083362125,-0.017440012,-0.012588564,0.39580768,-0.048413556
0.0,-0.017560296,0.0,-0.060133927,0.09434055,0.0,-0.03821034,0.18891147,-0.036081113,0.0,0.0,0.3137777,0.0,0.18984257,-0.0661907,0.0,0.0,-0.10942744,0.37297612,0.11759933,0.03134454,0.08996495,0.5850917,-0.09490983,0.0,0.0,0.0,0.009086503,0.0,0.13569622,0.032892145,1.1265364,0.0,-0.06126851,0.03346381,-0.05844184,-0.008586662,-0.08938081,0.02400849,0.00040823966,0.20911765,0.021928031,-0.012154197,0.0,0.0,-0.045101445,0.006600863,-0.06487508,0.063714996,0.041532192,0.020836022,-0.24556729,0.15000762,0.0343177,0.038369432,-0.22572064,0.0,-0.24043179,0.0,0.040801097,0.7827278,-0.22264002,1.4857172,0.21013635,-0.030629203,-0.08118092,0.009710375,-0.12956226,-0.14155048,0.021770738,-0.11239815,0.0,-0.035772394,0.009196964,-0.15924114,-0.46345833,-0.3388399,-0.01650167,-0.012577478,0.26378393,-0.008061543
0.0,0.04219395,0.0,-0.13847896,-0.32287133,0.0,0.056942377,0.32637644,0.03829848,0.0,0.0,0.15020637,0.0,0.17774239,-0.02939615,0.0,0.0,0.25412273,0.24621454,0.102788195,0.05685962,-0.15343836,0.10856561,-0.28098133,0.0,0.0,0.0,0.009086503,0.0,-0.019520594,0.04635743,1.2290921,0.0,0.028192818,0.082510054,0.14111362,-0.01525995,0.11433086,0.030939762,0.045677155,0.13993464,0.02032709,-0.005956213,0.0,0.0,0.035992913,-0.014665447,0.049086787,-0.023284879,-0.027162427,0.020836022,0.22481456,0.15000762,0.0343177,-0.034819923,-0.12158549,0.0,0.26996475,0.0,0.11080593,0.48006964,-0.15326712,1.6608227,0.22073485,0.022307917,0.020501575,0.010546386,-0.14474952,-0.11590496,0.017411642,-0.36530918,0.0,0.0030338066,0.011464402,-0.18862174,-0.6296978,0.11160998,-0.01650167,-0.0063699386,0.3970425,-0.016610906
0.0,0.04219395,0.0,-0.10466688,-0.085929036,0.0,0.056942377,0.31161264,0.19134724,0.0,0.0,0.23580872,0.0,0.2730647,-0.056983195,0.0,0.0,0.25837415,0.3051705,0.051241256,0.05685962,0.0899333,0.12175447,-0.42585814,0.0,0.0,0.0,-0.011677239,0.0,-0.020474184,0.04132563,0.99563944,0.0,0.006564015,0.03466104,0.16451079,-0.008017672,0.00050840154,0.10444656,0.056085642,0.18873526,-0.045611314,-0.005956213,0.0,0.0,0.14584307,0.05786886,0.124896675,-0.032335564,-0.013496511,0.020836022,0.29253513,0.15000762,0.0343177,0.038369432,0.3404606,0.0,-0.11127328,0.0,0.039404415,-0.2155228,-0.1643133,1.4704186,0.14701562,-0.040996805,-0.056020014,0.02483925,0.25635514,-0.21915613,-0.04851658,0.100409776,0.0,0.0009168759,0.011464402,-0.21071695,-0.22386569,-0.18754622,-0.01650167,-0.004270306,0.38053262,-0.016610906
0.0,0.06001494,0.0,0.18140754,-0.07438561,0.0,0.056942377,0.35106108,0.18572469,0.0,0.0,0.23880063,0.0,0.10970697,-0.012260638,0.0,0.0,0.19600286,0.11424388,0.102788195,0.05685962,0.11895358,-0.22616056,-0.4169154,0.0,0.0,0.0,-0.011677239,0.0,0.07754586,0.063985504,1.1657429,0.0,0.028192818,0.07253006,0.16451079,0.002339635,0.058324948,0.10444656,0.09592345,0.13993464,-0.031740878,-0.0040003294,0.0,0.0,0.14584307,0.015077618,0.13085029,-0.011688084,-0.027162427,0.020836022,0.31187138,0.15000762,0.04214276,-0.034819923,-0.1361468,0.0,0.3600975,0.0,0.16217098,-0.33253095,-0.09518401,1.1734264,0.14701562,0.022307917,-0.059745513,0.03833711,-0.15168568,-0.22701667,0.042978957,-0.42434403,0.0,0.034938894,0.011464402,0.16840489,0.4144101,-0.013810873,-0.01650167,-0.0039591435,0.44064677,-0.009433178
0.0,0.04219395,0.0,-0.090456605,-0.3290533,0.0,0.056942377,0.32324433,0.033321656,0.0,0.0,0.23580872,0.0,0.27189413,-0.052202657,0.0,0.0,0.31120554,0.30345765,0.102788195,0.05685962,0.11561846,-0.27134702,-0.052146062,0.0,0.0,0.0,-0.011677239,0.0,-0.030652184,0.052826285,1.1954644,0.0,-0.023970436,0.041575447,0.14111362,-0.016227484,0.0047912225,0.10444656,0.09396608,0.13993464,0.02032709,-0.005956213,0.0,0.0,-0.033220902,-0.014665447,0.049086787,-0.027411107,-0.027162427,0.020836022,0.283995,0.15000762,0.0343177,-0.034819923,-0.11952536,0.0,0.39864287,0.0,0.13293904,0.51639867,-0.15326712,1.5559913,0.14701562,0.022307917,-0.06398227,0.01374558,-0.14474952,-0.14366737,-0.022733752,-0.35077035,0.0,0.00529493,0.011464402,-0.1393223,-0.5659051,-0.08563198,-0.01650167,0.025395455,0.38054615,-0.016610906
0.0,0.04219395,0.0,-0.088883646,-0.32287133,0.0,0.056942377,0.33759218,0.03829848,0.0,0.0,0.28385833,0.0,0.25063294,-0.052202657,0.0,0.0,0.25412273,0.24621454,0.102788195,0.05685962,0.11561846,0.10856561,-0.076181576,0.0,0.0,0.0,0.009086503,0.0,-0.019520594,0.052826285,1.0862415,0.0,-0.049900234,0.082045645,0.14111362,-0.011712007,0.11433086,0.030939762,0.045677155,0.13993464,0.02032709,-0.005956213,0.0,0.0,0.035992913,0.0077715544,0.055546947,-0.023284879,-0.018543469,0.020836022,0.22481456,0.15000762,0.0343177,-0.034819923,0.17118713,0.0,0.3117895,0.0,0.13293904,0.39935097,-0.15326712,1.6591816,0.22073485,0.022307917,-0.016955066,0.01374558,-0.13621385,-0.12811697,0.021770738,-0.38111615,0.0,0.0030338066,0.011464402,-0.12068463,-0.57374597,0.050011765,-0.01650167,-0.0063699386,0.31259012,-0.016610906
0.0,0.04219395,0.0,-0.080466405,-0.07438561,0.0,0.056942377,0.34015453,0.19134724,0.0,0.0,0.23580872,0.0,0.20017417,-0.0076584034,0.0,0.0,0.31990698,0.27271876,0.102788195,0.05685962,0.11796249,-0.32173833,-0.19842495,0.0,0.0,0.0,-0.011677239,0.0,-0.030652184,0.045670673,1.3680718,0.0,-0.0010084817,-0.0058091553,0.16451079,-0.011921359,0.0047912225,0.10444656,0.09592345,0.13993464,-0.045611314,-0.007810443,0.0,0.0,0.14584307,0.015077618,0.056457493,-0.018759351,-0.027162427,0.020836022,0.29253513,0.15000762,0.02382337,0.038369432,-0.038952094,0.0,-0.21354659,0.0,0.052053783,-0.3290037,-0.15326712,1.6363416,0.14701562,-0.030629203,-0.08715823,0.02483925,-0.107720375,-0.21909077,-0.04851658,-0.42434403,0.0,0.00529493,0.011464402,-0.14277986,-0.28759724,0.18113823,-0.01650167,0.025395455,0.38579333,-0.01787989
0.0,0.04219395,0.0,-0.13962923,0.066011176,0.0,0.056942377,0.3343484,0.040867865,0.0,0.0,0.28385833,0.0,0.2098888,0.013124035,0.0,0.0,0.28351182,0.24621454,0.14446476,0.05685962,-0.17597324,0.15735424,0.4433954,0.0,0.0,0.0,0.009086503,0.0,-0.024731858,0.025127234,1.1578933,0.0,0.0071315663,0.08770762,0.14111362,-0.017590584,0.11433086,0.030939762,0.045677155,0.13993464,-0.019381836,-0.005956213,0.0,0.0,0.013060581,-0.009134627,0.06286641,-0.023284879,-0.027162427,0.020836022,0.16846333,0.15000762,0.0343177,0.038369432,-0.11602075,0.0,0.35903725,0.0,0.11534853,0.57049805,-0.15326712,1.6406687,0.14701562,0.022307917,-0.055572964,-0.02582055,-0.14474952,-0.10219085,-0.057295043,-0.34673807,0.0,0.00529493,0.011464402,0.12923223,-0.5724802,0.07929781,-0.01650167,0.025395455,0.26101887,-0.016610906
0.0,0.05551423,0.0,0.22218582,-0.07438561,0.0,0.056942377,0.31866813,0.18261558,0.0,0.0,0.28385833,0.0,0.1267809,-0.012260638,0.0,0.0,0.19600286,0.12769368,0.102788195,0.05685962,0.11895358,-0.31656894,-0.42605028,0.0,0.0,0.0,-0.011677239,0.0,0.07754586,0.06125977,1.3643899,0.0,0.028192818,0.06645065,0.16451079,0.0029514246,0.0047912225,0.10444656,0.09592345,0.13993464,-0.031740878,-0.0040003294,0.0,0.0,0.14584307,0.015077618,0.13085029,-0.011688084,-0.027162427,0.020836022,0.31187138,0.15000762,0.04214276,-0.034819923,0.04943345,0.0,0.39864287,0.0,0.14419173,-0.33253095,-0.11560929,1.2488483,0.14701562,0.022307917,-0.059026815,0.03833711,-0.14936584,-0.22701667,0.042978957,-0.42434403,0.0,0.034938894,0.011464402,-0.1555874,-0.21367455,-0.013810873,-0.01650167,-0.0039591435,0.4348415,-0.009433178
0.0,0.010480577,0.0,-0.3111303,-0.10551293,0.0,0.025994603,-0.664604,-0.04375558,0.0,0.0,0.060993172,0.0,0.50101984,0.011193283,0.0,0.0,-0.2595894,-0.072982155,-0.123760805,-0.18332052,-0.21982077,-0.49508116,-0.5453955,0.0,0.0,0.0,0.003799649,0.0,-0.1399617,-0.42411816,-0.9497807,0.0,0.13512745,-0.14809433,0.04565864,-0.034758605,0.012958067,-0.059078474,0.092678994,-0.25787523,-0.05191552,0.024823133,0.0,0.0,0.026896134,-0.10920243,0.057229277,-0.15578683,-0.003989476,-0.030113949,-0.2576656,-0.14626285,0.0047140345,0.014752143,0.21590416,0.0,-0.025553618,0.0,-0.13656674,-0.14924654,0.13183607,-0.59907013,-0.014083447,-0.078438014,-0.16568127,0.02483925,-0.38894704,0.11833913,-0.045899224,-0.03506558,0.0,-0.033901077,-0.0125571545,0.29594687,-0.33987498,0.113725424,-0.04484333,-0.042395208,0.1398293,-0.08338529
0.0,0.10067856,0.0,-0.21393755,-0.1293322,0.0,0.025994603,0.30575746,0.13766876,0.0,0.0,0.1351206,0.0,0.069128305,-0.101716176,0.0,0.0,0.29524133,-0.09403785,-0.17811036,-0.09803732,-0.11662494,-0.5753943,-0.11887027,0.0,0.0,0.0,0.0024566827,0.0,-0.05132007,0.04132563,-0.98358035,0.0,-0.009312481,0.07536943,-0.04536137,-0.03906473,-0.019104818,-0.13843048,-0.09439641,0.1409088,0.023467993,-0.065226674,0.0,0.0,0.14584307,-0.028452482,-0.023230122,0.045882292,0.00610004,0.020836022,0.07682194,0.15000762,0.0047140345,-0.034819923,-0.01135483,0.0,-0.20227331,0.0,0.037355088,-0.17164826,-0.2861276,-0.4516817,-0.043515738,0.013440128,-0.16343519,0.01374558,-0.24729219,-0.2701536,-0.04851658,-0.6469331,0.0,0.002882584,0.032791603,-0.18995452,-1.0691725,0.07122625,-0.04484333,0.050187692,0.1984999,-0.028744154
0.0,0.0010193735,0.0,0.34067634,0.2365498,0.0,-0.10920918,0.33593005,0.048360534,0.0,0.0,-0.34767613,0.0,0.09189905,-0.08560756,0.0,0.0,0.2540859,-0.052683286,0.21971934,-0.005774962,0.23684558,0.46845213,0.8133918,0.0,0.0,0.0,-0.0048830016,0.0,0.0997061,0.11014238,-0.501668,0.0,-0.05215375,0.11026855,-0.07056351,0.015650112,0.22537047,0.007372791,0.039744355,0.1600116,0.04631973,-0.008804493,0.0,0.0,0.06425102,0.006379824,-0.003144756,0.03723821,0.13788632,-0.030113949,0.3563985,0.15000762,-0.0021407288,0.038369432,-0.09832931,0.0,0.24176951,0.0,0.16217098,0.07020873,0.09394581,-0.20354357,-0.009080026,0.014352061,-0.021216853,0.03833711,-0.15341088,-0.18866561,0.021588756,0.33093232,0.0,0.032673795,-0.0125571545,0.37401703,0.8627747,0.100978106,0.04452329,-0.0061646886,0.23139204,0.030824337
0.0,-0.0057574874,0.0,0.55977213,0.2130371,0.0,0.062638745,-0.33780977,0.026296964,0.0,0.0,-0.22143254,0.0,-0.16910936,-0.0066681113,0.0,0.0,-0.15348761,-0.056517497,0.14446476,0.06167955,0.21338546,0.3721244,0.8566508,0.0,0.0,0.0,0.009086503,0.0,0.28000194,0.11014238,0.94336104,0.0,-0.055125758,0.041863646,-0.065412715,-0.04865305,-0.16874284,0.11531366,-0.16928715,0.18467917,-0.044129968,-0.007594453,0.0,0.0,-0.07942094,0.006379824,-0.0054157134,-0.024059886,-0.027162427,0.020836022,0.37382203,0.15000762,0.016968608,0.014752143,-0.183505,0.0,0.1475412,0.0,-0.29179853,0.07632097,0.15135749,-0.23522826,-0.009080026,-0.03858506,-0.056921713,0.020949898,-0.21542358,-0.17771398,0.021588756,0.28097856,0.0,-0.10541019,-0.0125571545,0.36877713,0.46488005,0.101837516,0.04452329,-0.012031175,0.2792102,-0.017300434
0.0,-0.0057574874,0.0,0.40483534,0.18954197,0.0,0.082974434,-0.37075618,0.05133777,0.0,0.0,-0.13094597,0.0,0.48974526,0.04142581,0.0,0.0,-0.09038873,-0.049401995,-0.05941371,-0.025651563,0.14937818,0.45591718,-0.25080928,0.0,0.0,0.0,-0.0048830016,0.0,0.19743186,0.17372112,-0.41715673,0.0,0.057444025,0.11026855,0.022784442,0.01660426,0.09008099,-0.1142395,0.10007331,-0.1902484,-0.05191552,0.02858253,0.0,0.0,-0.07041248,0.012220484,-0.06878194,0.047304153,-0.01607262,-0.030113949,-0.32599217,-0.14626285,-0.0021407288,0.014752143,0.32118765,0.0,0.094834045,0.0,-0.16252959,0.03656477,0.159456,-0.38336232,-0.009080026,0.00081730634,0.16252251,0.03833711,0.67514133,0.19598964,0.07837634,0.4042459,0.0,0.026653565,-0.0125571545,0.33524126,0.81532216,0.094447926,0.017315546,-0.012031175,0.23494591,-0.01505841
0.0,0.013220509,0.0,-0.25976855,-0.13983798,0.0,-0.030411977,0.10783785,-0.091849305,0.0,0.0,0.14405666,0.0,0.18353577,-0.031099264,0.0,0.0,-0.22122467,0.011006065,0.17804277,0.04017847,-0.14805539,-0.7198594,-0.15420629,0.0,0.0,0.0,0.003799649,0.0,-0.097414024,0.04132563,-0.792145,0.0,-0.08042714,0.062407017,-0.12885787,-0.056578465,-0.15020882,0.043063015,-0.093212895,0.18970941,0.028908521,-0.015336546,0.0,0.0,-0.014170495,-0.10920243,0.14450936,-0.037743613,0.07898313,0.020836022,-0.41957772,0.15000762,-0.132853,0.038369432,0.15060303,0.0,-0.17007513,0.0,0.037355088,-0.46016946,-0.32619518,-0.6487291,-0.009080026,-0.078438014,-0.16568127,0.009710375,-0.22603425,-0.39970425,0.027089914,0.2430815,0.0,-0.003074443,0.009196964,-0.17985153,-0.77805024,0.101175636,-0.04484333,0.16901988,0.054942768,-0.046999633
0.0,0.0231702,0.0,-0.10247255,0.2682411,0.0,0.057831164,0.30550864,0.03220813,0.0,0.0,0.2866842,0.0,0.4004835,-0.01264875,0.0,0.0,0.22032227,0.2577287,0.102788195,0.04846421,0.09690685,0.8273181,-0.4483746,0.0,0.0,0.0,-0.011677239,0.0,0.09914402,0.10055428,1.2789448,0.0,-0.024537988,0.03942232,-0.07978654,-0.053339295,-0.09874772,-0.0062788893,-0.0135477185,0.24053629,0.04471879,-0.005956213,0.0,0.0,-0.119056866,0.012220484,-0.075392395,-0.0331972,-0.027162427,0.020836022,0.28346232,0.15000762,0.0343177,0.038369432,0.38283217,0.0,-0.11127328,0.0,0.039404415,-0.06051769,-0.16202316,0.6897018,0.05587735,-0.03858506,-0.055931367,0.020949898,-0.14211243,-0.19893786,-0.017414577,0.2978669,0.0,-0.029402334,0.009196964,-0.105765454,-0.1937918,-0.0780008,-0.01650167,-0.0063699386,0.24424364,-0.016610906
0.0,-0.121848695,0.0,-0.23029694,-0.10551293,0.0,-0.011124631,0.16461325,-0.0023284443,0.0,0.0,-0.28452134,0.0,-0.23242202,-0.13872965,0.0,0.0,-0.33721593,-0.11974646,0.068917826,-0.05120796,0.093300074,-0.63740593,-0.13636138,0.0,0.0,0.0,0.005100663,0.0,-0.0701541,0.06585942,-0.65404,0.0,-0.08042714,0.04968133,-0.15005182,-0.045476317,0.009761369,-0.017623803,-0.031049397,0.12859298,0.028908521,-0.012348633,0.0,0.0,0.0107032005,-0.023060879,-0.033922702,0.051729683,0.027585665,0.020836022,0.3563822,-0.14626285,0.0152083635,0.038369432,-0.07592364,0.0,-0.27314943,0.0,0.040801097,-0.37667766,-0.31496444,-0.37453237,-0.020150308,-0.078438014,-0.18912888,0.01374558,0.39433002,0.16371652,-0.08039943,0.40229252,0.0,0.02408538,0.032791603,-0.20634723,-1.2517575,-0.15155117,-0.04484333,-0.0068033226,-0.09397523,0.016786756
0.0,0.018696003,0.0,0.28245437,0.26641205,0.0,-0.08992183,0.5445913,0.026762268,0.0,0.0,0.16390769,0.0,-0.14441729,0.06156913,0.0,0.0,0.37300548,-0.04986968,-0.10280806,-0.06816982,0.21275854,-0.19581735,1.0017518,0.0,0.0,0.0,-0.0048830016,0.0,-0.03852741,-0.19087315,-0.47146094,0.0,0.06441507,-0.008908276,0.10877744,0.11731322,0.08906801,0.030644502,0.14836223,-0.30317035,-0.09784387,0.007983163,0.0,0.0,-0.022883995,0.006379824,-0.0024041869,0.0014785016,-0.01607262,-0.030113949,0.24404949,-0.14626285,-0.0021407288,0.038369432,-0.16841008,0.0,0.044773728,0.0,-0.29179853,-0.28932464,0.2291604,-0.1608624,-0.009080026,-0.03858506,-0.019971026,0.02483925,0.69926685,0.20412835,0.01567529,0.31841555,0.0,0.032673795,-0.007317054,0.35658976,0.93189305,0.1047523,0.04452329,-0.0061646886,0.26563412,0.06360421
0.0,0.091454424,0.0,0.19353631,-0.3563898,0.0,-0.024237413,0.51494837,-0.0054092193,0.0,0.0,0.18337677,0.0,-0.12840088,0.0518946,0.0,0.0,0.33116964,0.03916354,0.056839548,-0.06816982,0.1933428,0.015901774,-0.50852895,0.0,0.0,0.0,-0.011677239,0.0,-0.032607082,0.06225288,0.6818543,0.0,0.05710029,-0.13475059,0.10877744,-0.0028389432,0.13901892,0.015591089,0.118286386,-0.29004252,0.05441336,0.007983163,0.0,0.0,0.015037408,0.006600863,-0.048520662,0.038239084,0.020636586,-0.030113949,0.30132428,-0.14626285,0.016968608,0.038369432,-0.12255438,0.0,0.21190059,0.0,0.16217098,0.43716943,0.15325291,-0.008448001,-0.020150308,0.03697897,0.09931542,0.02483925,0.33877727,0.1858393,6.500818e-05,0.3030577,0.0,0.032673795,-0.015653022,0.4222807,0.6515739,0.15476705,0.017315546,-0.0061646886,0.47508222,0.06360421
0.0,-0.0331007,0.0,-0.08998479,-0.07438561,0.0,0.056942377,0.22987556,0.18151352,0.0,0.0,-0.253502,0.0,-0.16564481,0.06704895,0.0,0.0,0.4053563,0.30345765,0.102788195,0.04519046,-0.15780818,-0.42160895,-0.18260805,0.0,0.0,0.0,0.0044592978,0.0,-0.030652184,0.06125977,1.3266531,0.0,-0.049900234,0.05915191,-0.16305211,-0.014350231,-0.09164397,0.10444656,0.09396608,0.11549617,-0.008532748,-0.012154197,0.0,0.0,0.14584307,-0.028452482,0.19891964,0.021231793,-0.018543469,0.020836022,0.24962893,0.15000762,0.0343177,0.038369432,0.15790747,0.0,0.27218392,0.0,0.11080593,-0.2930972,-0.13691399,1.4748313,0.06402972,0.022307917,-0.05870053,0.009710375,-0.13642867,-0.2292297,0.027089914,-0.35668406,0.0,0.0030338066,0.009196964,-0.15975237,-0.42264882,-0.14684711,-0.01650167,-0.0063699386,0.36109567,-0.008061543
0.0,0.018696003,0.0,0.3412792,0.24852094,0.0,-0.025740415,0.47408232,0.030470548,0.0,0.0,0.28127047,0.0,-0.029337604,-0.08879061,0.0,0.0,0.41856122,0.008503178,0.15927589,0.054024532,0.15750322,0.15092777,1.047322,0.0,0.0,0.0,-0.06983863,0.0,-0.04539974,0.10244571,0.53444374,0.0,-0.066344276,0.08815717,0.11974156,0.022151887,0.0648442,0.033858825,0.0065985103,0.2201539,0.04631973,-0.008804493,0.0,0.0,0.0055619115,0.006379824,-0.0054157134,0.09463837,0.041532192,-0.030113949,0.30816588,0.15000762,0.016968608,0.038369432,-0.08912623,0.0,-0.15110064,0.0,0.07003303,0.102155544,0.17037903,-0.23296525,-0.009080026,-0.03858506,-0.058358178,0.020949898,-0.19605327,-0.19115798,0.021588756,0.2862828,0.0,0.032673795,-0.007317054,0.40447494,0.852095,0.12915581,0.04452329,-0.0061646886,-0.071351394,0.030824337
0.0,0.023597678,0.0,0.5946038,-0.0059008617,0.0,0.05889093,-0.56760794,0.060749542,0.0,0.0,0.16966352,0.0,0.23592639,-0.05144965,0.0,0.0,0.20873752,0.0476311,0.14446476,0.11875427,-0.13117294,0.08925987,0.63860273,0.0,0.0,0.0,0.009086503,0.0,-0.04539974,0.03983316,0.80264306,0.0,-0.050467785,0.113845274,0.13567221,-0.04666508,0.03958845,0.066821605,-0.16928715,0.24053629,0.04631973,-0.0058118347,0.0,0.0,0.010734953,0.004249966,-0.016984483,-0.066808395,-0.027162427,-0.030113949,0.36695692,0.15000762,0.016968608,0.014752143,0.33695155,0.0,-0.074094124,0.0,0.037908133,0.68442625,0.13236184,-0.29879606,-0.011571269,0.03697897,0.09943937,0.020949898,-0.1962204,-0.16292603,0.01948877,0.32549128,0.0,0.026653565,-0.007317054,-0.20061396,0.5706845,0.026285049,0.017315546,-0.012031175,0.38064522,-0.016081061
0.0,-0.036527734,0.0,-0.059711218,0.27881762,0.0,0.057831164,0.18170479,-0.037712216,0.0,0.0,0.28385833,0.0,-0.17043841,-0.00508235,0.0,0.0,0.269398,0.24621454,0.102788195,0.057697766,0.11895358,0.57747155,-0.0935978,0.0,0.0,0.0,-0.005730729,0.0,0.063509,0.116143376,1.119758,0.0,-0.023970436,0.0393902,0.052888013,-0.010463916,-0.09874772,-0.004818009,0.00040823966,0.20911765,0.021928031,-0.012154197,0.0,0.0,-0.119056866,0.05786886,0.19928946,0.0051236586,-0.018543469,0.020836022,0.12520212,0.15000762,0.0343177,-0.034819923,0.08453338,0.0,0.39864287,0.0,0.13293904,0.049748503,-0.13499473,1.3372021,0.21013635,-0.03022147,-0.052275755,0.01374558,-0.13096528,-0.21237138,-0.017414577,0.08820884,0.0,-0.035772394,0.032791603,-0.06984516,-0.5003419,0.00717929,-0.01650167,-0.012577478,0.3287086,-0.008061543
0.0,0.061014544,0.0,-0.07768886,-0.34402668,0.0,0.057967182,-0.06595586,-0.031820238,0.0,0.0,0.15700187,0.0,0.09929235,0.009219654,0.0,0.0,0.19944243,0.20313758,0.0546638,0.1193431,-0.18210264,0.1397377,-0.38929486,0.0,0.0,0.0,0.003799649,0.0,-0.024166148,0.04785535,-0.60896075,0.0,-0.0010084817,-0.32071382,0.090903,-0.0129322875,0.26751244,-0.0046278443,0.048711017,-0.1896123,0.04631973,0.009640496,0.0,0.0,0.008800917,-0.007666567,-0.022860153,-0.01527286,-0.018041272,0.020836022,0.35739562,-0.14626285,0.0047140345,-0.01338744,0.01740035,0.0,-0.13555229,0.0,0.06658702,0.64981693,0.13222359,1.4678978,-0.028249709,0.022307917,0.050667383,0.02483925,0.4588977,-0.1690967,-0.053835757,-0.3844316,0.0,-0.0033362545,0.011464402,0.3506738,0.54986143,0.13974139,-0.01650167,-0.012577478,0.13109215,-0.02522795
