ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.m0,ela_cm.mean_ofs_10,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.slope,gh.mean,gh.norm.mean,gh.norm.sd,gh.angle.mean,ls.mean,ls.min,ls.max,ls.ratio,ls.lml,sample.y_min,sample.y_max,sample.y_mean
0.35103256,0.67069846,0.39713416,-0.040098,-0.11944942,0.2456733,0.05726483,0.09832296,0.15340796,0.0,-0.011824183,0.17964204,0.5442491,-0.18074316,2.1618805,0.5129572,-0.048410956,-0.041996464,0.29827264,-0.12967303,-0.050187096,0.20793074,-0.23288,0.0,-0.081734225,0.6890571,-0.06296888,-0.062443577,-0.14896393,-0.10181939,0.15859011,0.014381006,-0.14303821,0.02467307,-0.018726058,0.15053858,0.31493533,0.4456825
-0.04802031,0.26369083,-0.37661853,-0.010061525,0.01966568,-0.22497532,0.78106934,-0.027166728,-0.036587883,0.0,-0.037548956,0.14029118,-0.3035985,-0.34318015,-1.2367116,-0.23345515,-0.16111661,-0.016706832,-0.07689035,-0.26776353,-0.09164479,0.117510855,-0.20918211,0.0,0.10062769,-1.7698689,-0.114947796,-0.26210487,-0.7668551,-0.33470368,0.063160986,-0.2303372,0.13930513,-0.1167509,-0.04601784,-0.07722829,0.049137518,-0.05484644
0.33487326,0.46100482,0.36409763,-0.03959914,-0.08815815,0.278169,-0.5691211,0.0562347,-0.032888755,0.0,-0.012017829,0.17259032,0.2911015,0.22297335,-0.37072963,-0.11490021,-0.027913839,-0.11924225,0.27241066,-0.10978626,-0.08064562,0.1877473,0.027956355,0.0,0.1139154,0.85548973,0.048189875,-0.11695917,0.38786787,0.114185736,0.18568881,0.39320284,-0.24361224,0.25047585,-0.035634518,0.11448841,0.28535518,0.47462335
0.1843396,0.5005657,0.38424608,-0.031803988,-0.10363841,0.48703316,0.45849973,0.10163562,0.08204755,0.0,-0.011824183,0.11445892,-0.21462423,-0.12476924,1.6069891,0.32002848,-0.06317703,-0.10037965,0.15205362,-0.12939665,-0.051530886,0.19635764,-0.21703738,0.0,0.21228786,-0.6455372,0.07329348,-0.10384019,-0.94114983,-0.16520497,-0.17536804,-0.12055445,-0.18144324,-0.034988023,0.04516502,0.18300259,0.258622,0.37351486
0.26059484,0.61766666,0.36490002,-0.030760713,-0.07219993,0.25722545,0.60763514,0.062414568,0.035886474,0.0,-0.011824183,0.27107483,0.013435469,-0.19916254,2.001344,0.39394492,-0.06641509,0.076492354,0.17319044,-0.10536723,-0.05413606,0.10529124,0.040998362,0.0,0.09826441,0.6243308,-0.09655324,0.37706622,-0.11040243,-0.085221805,-0.3026062,0.0043459386,-0.13914427,0.08876898,0.009394936,0.1743284,0.13555707,0.37531295
0.24473554,0.57028383,0.35738227,-0.03365949,-0.072347134,0.3473528,0.38139373,0.062414568,0.05913219,0.0,-0.011824183,0.15972014,0.53322107,-0.18074316,2.222896,0.5204125,-0.0597185,-0.07286778,0.25757727,-0.110422075,-0.05732034,0.19397119,-0.28463623,0.0,-0.081734225,0.8177426,0.001520854,-0.07257651,-0.76811564,-0.09604781,0.13975483,0.0037599057,-0.15794463,0.04712136,-0.019677144,0.15599269,0.275619,0.43742153
-0.21691495,-0.012310557,0.31966537,-0.019624967,0.022761825,-0.086541995,-0.7129392,0.3542795,-0.025861993,0.0,0.10270936,0.15811086,0.13248035,-0.2757311,-0.6158842,-0.12412406,-0.114695966,-0.2249795,-0.1903424,0.20374733,0.12290507,0.0933377,0.050606854,0.0,-0.0011839829,0.038535982,-0.04369725,-0.87099326,-1.1883737,0.4386626,0.056930218,-0.13564621,-0.38953242,0.12616457,-0.037002157,-0.04079767,0.031865157,-1.1983453
0.24473554,0.5557722,0.33524153,-0.032268062,-0.072347134,0.42293048,0.6071924,-0.10881029,-0.036587883,0.0,-0.011824183,0.16615011,-0.2396395,-0.19179302,2.1364977,0.37067303,-0.06635316,-0.014695838,0.2293187,-0.1526905,0.12914476,0.19397119,-0.30092752,0.0,0.049082242,0.75562155,0.001520854,-0.11432193,-0.7464143,-0.09604781,-0.1651898,-0.11082394,-0.1540507,-0.039089687,0.008443851,0.14550255,0.121671595,0.41820297
0.10086742,0.0054006055,0.29752463,-0.12000678,0.015354704,0.5074552,-0.8078607,-0.02156945,-0.032888755,0.0,-0.037548956,0.062480763,-0.3689607,-0.23731911,-1.0140069,-0.1886864,-0.1576073,-0.23785773,-0.32353264,0.3331812,-0.17906305,0.081079744,0.23404081,0.0,0.18605164,0.43068695,-0.21007162,-0.79388,-1.42292,-0.29395965,-0.16793092,-0.18235934,-0.35565034,0.021255506,0.013904359,-0.18832108,-0.051930383,0.25544208
-0.06732535,0.4117062,0.37835565,0.065437704,0.055939436,0.112975195,0.6601831,-0.0023226133,-0.029487817,0.0,0.10270936,0.13180512,0.25440708,-0.01881061,-0.63306093,-0.16256633,-0.0976466,-0.1592195,0.1610016,-0.16302992,-0.05344603,0.18346068,0.04787565,0.0,0.07257513,-0.31609812,0.15292847,-0.39602077,-1.0433592,0.98492765,0.30930826,-0.15157193,0.2154162,-0.008216801,0.008307146,-0.14269897,0.23287053,0.6014165
-0.16254474,0.3678369,-0.5725449,-0.017288726,-0.02628342,-0.12056678,1.6669801,-0.036502723,-0.01189495,0.0,-0.012017829,-0.58165205,0.32399732,0.14990802,-0.41522512,-0.054400146,-0.06555596,-0.09747985,0.24450193,0.584101,-0.047151648,-0.12580937,0.1423771,0.0,0.05645878,0.89967096,0.09675227,0.6629847,0.32204986,-0.20491251,0.14147376,0.3415811,-0.22424616,0.17915486,-0.016299605,0.22463259,-0.022194216,-0.87468225
0.10086742,-1.5751212,0.38907018,-0.0826287,-0.16443382,0.49391988,-0.18914853,-0.02156945,-0.0541808,0.0,-0.037548956,0.051546425,-0.45558822,-0.24836895,-1.132415,-0.18125305,-0.22595873,-0.22993515,0.13139658,-0.21467356,-0.09549372,0.08280887,0.17407338,0.0,0.06607531,0.29089463,-0.1695996,-0.52476346,-1.3154593,-0.3272723,-0.16793092,-0.26451227,-0.1838616,-0.15199102,0.041558526,-0.1819838,0.109794706,0.30792668
-0.101117656,0.15254208,-0.42652032,0.039816722,0.043622013,0.41276583,1.2561554,-0.0074239997,-0.021905793,0.0,0.03391501,0.11196535,0.3117853,-0.2202298,-0.40115833,-0.13408682,0.2901644,0.16966644,0.26410332,0.39407825,0.14635941,0.12679352,0.22942357,0.0,0.07414768,0.74697644,0.09342118,-0.5222259,-1.1982836,0.6294994,-0.1322601,-0.09678411,-0.3152119,0.03523835,0.043818906,-0.19170214,0.13334584,-0.03547755
0.2572947,0.3460721,0.19624764,-0.052962475,-0.072347134,0.51404226,-0.522315,0.09832296,-0.026029963,0.0,-0.011824183,0.15972014,0.2341839,-0.20147252,1.9574878,0.5105616,-0.0597185,-0.07286778,0.25757727,-0.09795821,-0.053465016,0.1611147,0.045796417,0.0,0.15359151,0.6979796,0.001520854,-0.06300479,-0.9487959,-0.094316214,-0.40512446,0.0037599057,-0.24779375,0.05635377,-0.03400361,0.13205709,0.24052624,0.41716084
0.2572947,0.62775177,0.35738227,-0.040098,-0.072347134,-0.23444563,-0.22357795,0.09832296,0.15340796,0.0,-0.011824183,0.15972014,0.5442491,-0.18811268,2.2074254,0.45889562,-0.0597185,0.08676028,0.26502827,-0.1857439,-0.03780918,0.1558297,-0.21814364,0.0,-0.078508064,0.5655819,-0.15580311,-0.09788264,-0.7878213,-0.13599145,0.321954,-0.086869285,0.28409386,-0.001609223,-0.02531897,0.18233788,0.25167507,0.41694716
0.2692744,0.5457211,0.4124013,-0.004786917,-0.08815815,-0.008356309,0.90669656,0.062414568,-0.02583831,0.0,-0.011824183,0.1755841,-0.18441193,-0.18074316,1.5938866,0.36032504,-0.046755854,-0.06829518,-0.27622116,0.29766953,-0.13188528,-0.3404798,0.19058417,0.0,0.13204096,0.60299766,-0.036337055,-0.14224946,-0.24329536,-0.07219328,-0.20052311,-0.035743427,-0.21505527,0.004073549,0.008443851,0.3259585,0.07452711,0.29783726
0.3451028,0.8554755,0.30876255,-0.09302728,-0.08815815,-0.18465471,-0.45458245,0.10523748,0.08363068,0.0,-0.011824183,0.27513278,-0.30146196,-0.22533724,2.0476363,0.4479351,-0.055045612,-0.06978071,0.19414291,-0.111462355,-0.043332107,0.17442867,-0.2095592,0.0,0.09810356,-0.1761299,0.038178097,0.48196203,0.31822675,-0.10181939,0.14124916,0.030475374,-0.21596463,0.06454729,-0.02789054,0.3148583,0.31333545,0.36728045
0.35103256,0.74170625,0.35738227,-0.038287483,-0.08815815,-0.2635391,-0.4067756,-0.15634696,0.22972205,0.0,-0.011824183,0.15972014,0.20751028,-0.18074316,1.8779824,0.5357604,-0.048410956,-0.045119718,0.32181424,-0.13753927,-0.03780918,-0.34844923,-0.22069722,0.0,-0.0766062,0.6736869,0.001520854,-0.16088676,-0.43994308,-0.24408561,0.21412717,-0.11082394,-0.01554985,-0.040546335,-0.005882617,0.18233788,0.2607047,0.40557113
0.35103256,0.5744768,0.39713416,-0.040098,-0.11944942,-0.24374495,0.28493235,-0.1530343,0.14637426,0.0,-0.011824183,0.15972014,0.3802862,-0.19179302,1.9168159,0.4588065,-0.055045612,-0.022211447,0.29827264,-0.10188499,-0.03780918,0.19397119,-0.23177373,0.0,0.066730596,0.67301685,-0.06372687,-0.11931166,-0.434663,-0.10181939,0.23134539,0.014381006,-0.15794463,0.025398392,-0.019677144,0.18493932,0.31195372,0.40362093
0.2868122,0.79166955,0.39713416,0.04035629,-0.11944942,0.033073522,-0.015101939,0.09832296,-0.06632525,0.0,-0.011824183,0.17964204,-0.32824805,-0.18074316,2.1721013,0.4595313,-0.050142348,-0.0804561,0.0007340349,-0.205677,-0.07184524,-0.17313969,-0.22069722,0.0,-0.092220455,0.1797313,0.10718809,-0.16876477,-0.045808904,-0.13599145,0.17365558,-0.041890807,0.111692935,-0.060232714,-0.014079733,0.39032716,0.3033093,0.34357575
0.27813268,0.7406246,0.34760454,-0.038287483,-0.07219993,0.17940731,-0.3685699,-0.15634696,0.14795738,0.0,-0.011824183,0.25521088,0.22147988,-0.19179302,1.904006,0.4741544,-0.06641509,-0.042357452,0.104494944,-0.1735265,-0.050187096,-0.37815914,-0.19482285,0.0,0.10542466,0.64144343,0.006463316,0.38561928,-0.50400615,-0.27825767,0.17090182,-0.11082394,0.2247274,-0.07461569,-0.005882617,0.14793715,0.26960868,0.4476327
0.31562924,0.85813653,0.39713416,-0.09302728,-0.11944942,-0.22465307,0.12018606,0.09832296,0.16539533,0.0,-0.011824183,0.17964204,-0.3154316,-0.22533724,2.1987967,0.47762686,-0.055045612,-0.054369792,0.11431903,-0.111462355,-0.05590862,0.18239811,-0.23543358,0.0,0.050524987,-0.17627202,0.041785363,-0.1321644,-0.10210866,-0.10181939,0.14124916,0.037538584,-0.15844811,0.020132001,-0.019677144,0.3472903,0.30603135,0.31689072
-0.35628277,-0.48787066,-0.42670903,0.016876,0.062078454,0.020922158,0.17674115,-0.058699407,-0.017227348,0.0,-0.037548956,-0.5181911,0.07661234,0.06776846,-0.7503556,-0.13523425,-0.18903594,-0.2941955,0.07357815,-0.47950065,-0.015880933,-0.10828825,0.0791734,0.0,-0.31033978,-1.1836472,0.03873638,0.20571832,-0.3345334,-0.3523099,0.06442446,-0.15550749,0.11346087,-0.10373753,-0.014342094,0.21354362,-0.16623548,-1.165266
0.23794544,0.27802143,0.31713313,-0.030178245,-0.0925923,-0.2022804,0.0039401874,-0.02156945,-0.11114119,0.0,-0.037548956,0.14434913,0.07892081,-0.34318015,-1.2254751,-0.22098336,-0.16398293,-0.30344385,-0.083425045,-0.36113742,-0.08637754,-0.15888573,-0.21443152,0.0,-0.2392476,-1.44785,-0.114947796,-0.24141937,-1.0976354,-0.3986017,0.2107475,-0.31876677,0.1779375,-0.11030018,0.0060467673,-0.07203178,-0.19384271,-0.14049631
-0.10916509,0.41532028,0.24207675,0.032353237,0.050172247,0.21862921,-0.38606417,0.014008262,0.06619911,0.0,0.018049244,0.2743257,0.24071474,0.26824388,-0.3401157,-0.08831734,-0.08247848,-0.014700796,0.2896002,-0.15612786,-0.025586212,0.18932718,0.14073114,0.0,0.09365049,0.70198894,0.04542108,0.5845033,1.7445785,0.48060215,0.15936056,0.15960853,0.14987838,0.106156744,0.07952586,-0.07265728,0.252612,0.6371826
0.74445766,0.034392256,0.14415139,0.051978298,-0.021316499,0.07632829,-0.45575076,0.014008262,0.056113217,0.0,0.018049244,-0.7648967,0.24038301,0.25440624,-0.39217535,-0.06425031,-0.05933424,-0.07287273,0.32349497,-0.29639578,-0.0025919005,0.156161,0.1335894,0.0,0.16921273,0.71594036,0.010835393,0.32346,1.5348405,0.4645021,0.070329495,0.2161489,0.33950338,0.037080586,0.08146747,0.28430003,-0.23262408,-0.9990092
-0.3162615,-0.843732,-0.30381215,-0.02907307,0.23956081,0.06802495,1.1992869,0.011685194,0.025862308,0.0,-0.004357921,-0.42936346,0.320163,0.25633958,-0.19352683,-0.045001622,0.19118363,0.046192616,0.12071711,0.56048226,0.037493393,0.08694295,0.13561127,0.0,0.04863169,0.5598746,0.034425534,0.57868814,1.0981836,0.37305236,0.06091413,0.2390281,0.25874603,0.09708031,0.032106828,0.20001644,-0.027464645,-1.0353253
0.22489926,-1.4714922,0.41121092,-0.0826287,-0.16443382,0.19842693,0.3562706,-0.0023226133,-0.029487817,0.0,-0.037548956,0.051546425,-0.51166934,-0.24836895,-1.0530349,-0.16552356,-0.2305389,-0.22993515,0.12414655,-0.26955357,-0.112249374,0.11168109,0.19078736,0.0,0.0635153,0.28496313,-0.1713254,-0.48026568,-1.1948515,-0.36144435,0.20630687,-0.21531074,0.15587857,-0.097035795,0.008307146,-0.1819838,0.15139449,0.35637382
0.33349472,0.35544923,0.39780965,-0.047181323,-0.08815815,0.33081156,0.9307415,0.062414568,-0.021905793,0.0,-0.011824183,0.1755841,0.04027541,-0.20147252,1.4491009,0.4474848,-0.0385513,-0.06829518,0.29827264,-0.119540945,-0.053648286,-0.13185668,0.27816048,0.0,0.14912137,0.81035656,-0.0708235,-0.07531977,-0.11634431,-0.15131575,0.067329034,-0.06817503,-0.14538525,0.004073549,-0.019677144,0.13999294,0.27213407,0.41349766
0.05493669,0.38624182,-0.4472082,-0.10027759,-0.10363841,-0.080529675,-0.18517055,-0.02156945,-0.089849144,0.0,0.10270936,0.07591331,-0.29759693,-0.21658975,-1.018928,-0.15918231,-0.121305645,-0.23473448,-0.26225957,0.2804787,0.21963346,0.07551814,0.16442946,0.0,-0.21881078,0.3949465,-0.018111423,-0.64359397,-1.499456,-0.026571896,-0.405329,-0.07997466,-0.32489628,0.22018212,-0.04601784,-0.24020006,-0.04935266,0.28031215
-0.15966953,0.46276316,-0.2660446,-0.018327486,0.0885984,0.21862921,-0.3908193,0.017282473,0.050405458,0.0,-0.0065985243,-0.41163096,-0.39747995,0.25633958,-0.32599986,-0.05368338,0.015154155,-0.06749974,0.23293847,0.57443714,0.17775089,0.070836075,0.07827157,0.0,0.067307755,0.7150902,0.053897455,0.62641895,1.4461977,0.4605344,0.14050668,0.12148747,0.22719301,0.100921236,0.07952586,-0.0370697,0.027967853,0.6758013
-0.18995039,0.27957422,-0.511019,0.027211757,0.12751302,0.20823349,-0.28261083,0.098741435,0.12445985,0.0,0.01192042,0.37880802,0.24384877,0.20553102,0.28056657,-0.068280876,0.112959266,0.08358112,-0.2531134,0.61465186,0.19550242,0.17527527,0.16720322,0.0,-0.08916894,0.6347486,0.046387058,0.33452022,1.1278065,0.25997502,0.1493129,0.09149647,0.32914868,0.06906375,0.07952586,-0.059684627,-0.04394242,0.6393139
0.22489926,0.33746874,0.33826104,-0.04480363,-0.10363841,0.4594914,0.26348907,0.10163562,0.04964217,0.0,-0.011824183,0.15972014,-0.26549983,-0.21252236,2.1285355,0.41655475,-0.06635316,-0.06974453,0.25757727,-0.12772273,-0.057264775,0.16908413,-0.24049756,0.0,0.047744572,0.6856364,-0.06372687,-0.0807998,-0.83714056,-0.094316214,-0.2299527,-0.07817078,-0.18025456,0.034523576,0.008443851,-0.17442378,0.25630397,0.4093158
-0.19228077,0.444441,0.3171778,0.032353237,0.13415006,0.17433298,-0.07751536,0.014008262,-0.025277747,0.0,0.018049244,0.40631592,0.26583397,0.23325509,-0.3212751,-0.07675155,-0.019897217,-0.064376496,0.28280693,-0.17720251,-0.025586212,0.15534267,0.18935595,0.0,0.13323799,0.7802442,0.037166968,0.43240803,1.6499882,0.48598856,0.15936056,0.18958618,0.22945224,0.11706775,0.022436159,-0.14858115,0.13118564,0.6312618
-0.41078046,0.19983716,0.35263374,0.025312478,0.13247994,0.33656028,0.66875213,0.107596755,-0.01528929,0.0,0.01192042,0.31082514,0.36374816,0.21618943,-0.37395033,-0.1107701,0.12278181,0.0488529,0.28280693,-0.22760771,-0.05705207,0.13787955,0.23896317,0.0,-0.19069265,0.95561105,0.07037119,-0.09357524,0.70663804,0.5485577,0.17662635,0.14754058,-0.20617087,0.10106646,-0.018938523,-0.016397525,0.21033432,0.006394591
0.21315664,0.4808692,0.47429386,-0.0955597,-0.10363841,-0.2613593,0.0346664,0.09832296,0.22972205,0.0,-0.011824183,0.15972014,0.13034691,-0.18074316,1.9054021,0.45296192,-0.0597185,-0.06974453,0.28856987,-0.10181394,-0.03780918,-0.13185668,0.19758491,0.0,0.20314427,0.66078436,-0.044021506,-0.116823375,-0.91483533,-0.10181939,0.29570636,0.03000709,-0.1340878,0.0070617814,-0.019677144,0.18572438,0.23950168,0.41461012
0.30157274,0.40415114,-0.332105,0.014168361,0.06627888,-0.12638819,0.101057336,-0.14943244,-0.037201587,0.0,-0.011824183,0.29984862,0.29699144,0.23071544,1.5519986,-0.09404333,-0.13451771,0.7991163,-0.16821171,0.6511254,-0.048676223,-0.12373407,-0.11938094,0.0,-0.12896797,-0.9199072,-0.032693174,0.41618338,0.23049074,-0.25919792,0.26951787,-0.064001374,0.27258646,-0.15908521,-0.01628371,0.43180525,-0.006867327,0.127363
0.27348688,0.5086707,0.24240583,0.014168361,-0.062007688,-0.16322315,-0.30713654,-0.14943244,-0.042101286,0.0,-0.011824183,0.27799255,0.22641562,0.19117618,1.8293097,0.39007163,-0.14315519,0.47839513,-0.15491204,-0.18242171,-0.039185844,0.04374264,-0.19482285,0.0,0.11911066,-0.79817384,-0.04141358,0.54106474,0.25020918,-0.13266861,0.27352956,-0.105412826,0.17931561,-0.042883456,-0.0259719,0.3982408,0.2905015,0.305819
0.72551644,0.5379386,-0.47252902,0.025040092,0.04012842,-0.1971303,0.2890072,0.017183766,-0.041632265,0.0,-0.0123988055,0.22859478,0.073556095,0.24436428,-0.7970944,-0.066777505,0.3618259,0.3139143,0.32001442,0.90036255,0.10525633,0.23807928,0.09732027,0.0,-0.10786775,0.8634014,-0.028315622,-0.18900327,0.24824765,-0.2842793,0.15647648,-0.020742675,0.3019623,-0.073983744,-0.012081715,0.37513226,-0.06624115,-0.13668975
-0.28434563,0.33572364,0.25776926,0.013412746,0.02931206,0.07558593,1.1138755,0.008410984,-0.01189495,0.0,0.018049244,0.39009017,0.18110482,0.22220467,-0.2547158,-0.057745665,-0.053817227,-0.037736297,-0.31430376,0.5786187,-0.08069857,0.15534267,0.1835651,0.0,0.11216245,0.65128696,0.027565882,0.3956163,1.2738383,0.4130718,0.051243756,0.20122376,0.3422393,0.06383936,0.024377774,0.20446968,-0.08060229,-1.0422909
0.2311353,-1.7979352,0.34538952,-0.0826287,-0.12725604,0.4301573,-0.7779392,-0.08276451,-0.0541808,0.0,-0.037548956,0.13624845,-0.6056227,-0.21989188,-1.1055547,0.41591907,-0.27631727,0.027601745,-0.009775786,-0.22785144,-0.071602054,0.11042828,0.23404081,0.0,0.037972026,0.19802067,-0.08123194,-0.19286206,-0.7214024,-0.35112593,-0.15352869,-0.29648703,-0.22061776,-0.1329419,-0.002795387,-0.18503629,0.111837,0.3707374
-0.33265635,-0.8638111,-0.40570548,-0.031869695,0.21582958,0.37108594,-0.4511195,0.014008262,-0.0541808,0.0,0.01192042,0.23917198,-0.41406307,0.22723985,-0.40859053,-0.074117385,0.19769648,0.08262357,-0.08876896,-0.21634044,0.20442611,0.11680966,0.28582495,0.0,0.12511757,0.6012687,0.06867328,-0.19739354,1.5309294,0.5330839,0.15577014,0.175282,0.25303444,-0.2634793,0.07952586,0.002425097,0.08862209,0.54178745
-0.16818786,-0.9961571,-0.43322924,0.03180708,0.21582958,0.3063426,-0.4081657,0.11319403,-0.032888755,0.0,0.01192042,0.23992369,0.43676633,0.23325509,-0.2739033,-0.07008189,0.19769648,0.08739127,0.029730946,-0.18782265,0.17190488,0.110273674,0.21721978,0.0,0.1098439,0.5077572,0.047633886,-0.17479402,1.5397451,0.427581,0.085627824,0.19144714,0.31524822,0.32532138,0.07952586,-0.07951446,0.21173334,0.6350681
-0.5170595,-0.04469614,-0.65385216,0.044726495,-0.131026,-0.04497198,-0.7138298,0.014008262,0.04031957,0.0,-0.0065985243,-0.8107525,-0.41482756,0.048029363,-0.5028785,-0.110844865,-0.06682784,-0.0808332,-0.3722531,-0.2648272,-0.085278384,0.08816797,0.07112983,0.0,-0.20439853,0.58890986,0.010835393,0.4190228,1.1718723,0.047792085,0.11160865,0.030312516,-0.27976283,0.14011846,-0.043953773,0.18942308,-0.23262408,-1.3428674
