,Baseline,ELA_Meta-dataset,Combined
KNN_0.8_seed0,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed1,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed2,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed3,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed4,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed42,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed5,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed51,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed6,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.8_seed7,0.6757935123822811,0.6464073944890129,0.7033484478549007
KNN_0.95_seed0,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed1,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed2,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed3,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed4,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed42,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed5,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed51,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed6,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.95_seed7,0.684949424485525,0.6863446110917336,0.6558249040809208
KNN_0.9_seed0,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed1,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed2,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed3,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed4,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed42,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed5,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed51,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed6,0.7001220788280432,0.6793686780606907,0.6637600279037321
KNN_0.9_seed7,0.7001220788280432,0.6793686780606907,0.6637600279037321
LogisticRegression_0.85_seed0,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed1,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed2,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed3,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed4,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed42,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed5,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed51,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed6,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.85_seed7,0.7560167422392744,0.769271014998256,0.8044994768050227
LogisticRegression_0.8_seed0,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed1,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed2,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed3,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed4,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed42,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed5,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed51,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed6,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.8_seed7,0.7607254970352284,0.7567143355423788,0.7921171956749216
LogisticRegression_0.95_seed0,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed1,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed2,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed3,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed4,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed42,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed5,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed51,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed6,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.95_seed7,0.754970352284618,0.7781653296128357,0.8072898500174398
LogisticRegression_0.9_seed0,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed1,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed2,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed3,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed4,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed42,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed5,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed51,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed6,0.7528775723753052,0.7677014300662715,0.8069410533658876
LogisticRegression_0.9_seed7,0.7528775723753052,0.7677014300662715,0.8069410533658876
NaiveBayes_0.85_seed0,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed1,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed2,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed3,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed4,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed42,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed5,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed51,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed6,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.85_seed7,0.6780606906173701,0.6548657132891524,0.685211021974189
NaiveBayes_0.8_seed0,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed1,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed2,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed3,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed4,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed42,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed5,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed51,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed6,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.8_seed7,0.6756191140565051,0.6426578304848275,0.6793686780606906
NaiveBayes_0.95_seed0,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed1,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed2,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed3,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed4,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed42,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed5,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed51,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed6,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.95_seed7,0.6953261248692012,0.6504185559818625,0.690006975933031
NaiveBayes_0.9_seed0,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed1,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed2,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed3,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed4,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed42,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed5,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed51,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed6,0.6883501918381585,0.6470177886292291,0.6859958144401814
NaiveBayes_0.9_seed7,0.6883501918381585,0.6470177886292291,0.6859958144401814
RandomForest_0.85_seed0,0.7358737356121382,0.7612486920125567,0.7832228810603418
RandomForest_0.85_seed1,0.7345657481688176,0.790896407394489,0.766829438437391
RandomForest_0.85_seed2,0.7527903732124173,0.7726717823508895,0.7713637949075689
RandomForest_0.85_seed3,0.7565399372166026,0.7752877572375304,0.7793861178932682
RandomForest_0.85_seed4,0.7553191489361702,0.7714509940704569,0.7658702476456227
RandomForest_0.85_seed42,0.7504359958144402,0.7587199162888036,0.7911580048831531
RandomForest_0.85_seed5,0.7514823857690965,0.7700558074642483,0.7866236484129753
RandomForest_0.85_seed51,0.7382281130101149,0.7608126961981164,0.7636902685734216
RandomForest_0.85_seed6,0.7421520753400769,0.7823508894314614,0.7819148936170213
RandomForest_0.85_seed7,0.7687478200209278,0.7933379839553539,0.800488315312173
RandomForest_0.8_seed0,0.7826996860830137,0.7766829438437391,0.7937739797697941
RandomForest_0.8_seed1,0.7416288803627485,0.7377049180327869,0.7961283571677711
RandomForest_0.8_seed2,0.7343913498430414,0.7780781304499477,0.7738925706313219
RandomForest_0.8_seed3,0.7513079874433204,0.737792117195675,0.7670038367631671
RandomForest_0.8_seed4,0.7409312870596443,0.7577607254970352,0.7891524241367281
RandomForest_0.8_seed42,0.7446808510638299,0.7649110568538543,0.769183815835368
RandomForest_0.8_seed5,0.7544471573072897,0.7521799790722009,0.7969131496337635
RandomForest_0.8_seed51,0.7428496686431809,0.7649982560167422,0.7897628182769445
RandomForest_0.8_seed6,0.7371817230554586,0.7540111614928499,0.7745029647715382
RandomForest_0.8_seed7,0.7464248343215906,0.7532263690268574,0.7990931287059645
RandomForest_0.95_seed0,0.757237530519707,0.7856644576212068,0.7940355772584583
RandomForest_0.95_seed1,0.7433728636205091,0.769445413324032,0.7814788978025811
RandomForest_0.95_seed2,0.7615102895012208,0.7683118242064876,0.7996163236832926
RandomForest_0.95_seed3,0.7459888385071504,0.7501743983257761,0.7856644576212068
RandomForest_0.95_seed4,0.7534879665155214,0.7635158702476456,0.7938611789326823
RandomForest_0.95_seed42,0.7554063480990583,0.7780781304499478,0.7754621555633066
RandomForest_0.95_seed5,0.7493024066968957,0.7677886292291594,0.793163585629578
RandomForest_0.95_seed51,0.7455528426927103,0.7660446459713987,0.7823508894314615
RandomForest_0.95_seed6,0.7336937565399373,0.7709277990931287,0.7784269271014997
RandomForest_0.95_seed7,0.7437216602720614,0.7804325078479246,0.7872340425531915
RandomForest_0.9_seed0,0.7567143355423788,0.764475061039414,0.7876700383676317
RandomForest_0.9_seed1,0.769358214161144,0.7535751656784094,0.7864492500871991
RandomForest_0.9_seed2,0.7588071154516917,0.7676142309033833,0.7865364492500873
RandomForest_0.9_seed3,0.7751133589117545,0.762295081967213,0.7796477153819322
RandomForest_0.9_seed4,0.7616846878269968,0.7555807464248344,0.7683118242064877
RandomForest_0.9_seed42,0.7569759330310428,0.7664806417858387,0.7681374258807115
RandomForest_0.9_seed5,0.7370073247296826,0.7652598535054064,0.7684862225322637
RandomForest_0.9_seed51,0.7598535054063481,0.7533135681897454,0.7683118242064876
RandomForest_0.9_seed6,0.7365713289152425,0.7605510987094524,0.788367631670736
RandomForest_0.9_seed7,0.7593303104290199,0.7683118242064876,0.7922915940006976
SVM_Linear_0.85_seed0,0.7406696895709801,0.7346529473317057,0.7895012207882804
SVM_Linear_0.85_seed1,0.7474712242762469,0.7396232996163237,0.8014475061039413
SVM_Linear_0.85_seed2,0.7538367631670735,0.7324729682595046,0.812521799790722
SVM_Linear_0.85_seed3,0.7152075340076736,0.7457272410184862,0.8071154516916637
SVM_Linear_0.85_seed4,0.7202650854551795,0.7567143355423788,0.8074642483432158
SVM_Linear_0.85_seed42,0.7288978025810952,0.723578653644925,0.8017091035926055
SVM_Linear_0.85_seed5,0.7323857690966167,0.7310777816532961,0.7964771538193233
SVM_Linear_0.85_seed51,0.7368329264039066,0.7291594000697595,0.7720613882106732
SVM_Linear_0.85_seed6,0.73090338332752,0.7403208929194279,0.7678758283920474
SVM_Linear_0.85_seed7,0.7127659574468085,0.7464248343215905,0.7923787931635856
SVM_Linear_0.8_seed0,0.7558423439134986,0.771712591559121,0.7957795605162191
SVM_Linear_0.8_seed1,0.7677014300662713,0.779037321241716,0.8118242064876178
SVM_Linear_0.8_seed2,0.778514126264388,0.7710149982560167,0.8201081269619811
SVM_Linear_0.8_seed3,0.7520055807464249,0.7733693756539936,0.8210673177537496
SVM_Linear_0.8_seed4,0.7535751656784095,0.7792117195674921,0.8196721311475409
SVM_Linear_0.8_seed42,0.7710149982560167,0.77397976979421,0.8181025462155563
SVM_Linear_0.8_seed5,0.7602023020579003,0.77886292291594,0.8061562608998952
SVM_Linear_0.8_seed51,0.7614230903383328,0.7673526334147193,0.791070805720265
SVM_Linear_0.8_seed6,0.7628182769445413,0.7826996860830135,0.7852284618067665
SVM_Linear_0.8_seed7,0.7378793163585631,0.7802581095221487,0.7987443320544123
SVM_Linear_0.95_seed0,0.7624694802929892,0.7608998953610046,0.790809208231601
SVM_Linear_0.95_seed1,0.7779909312870597,0.7656086501569586,0.8071154516916638
SVM_Linear_0.95_seed2,0.7728461806766656,0.7546215556330659,0.8113010115102895
SVM_Linear_0.95_seed3,0.7474712242762469,0.7694454133240319,0.7990931287059644
SVM_Linear_0.95_seed4,0.7542727589815138,0.7790373212417161,0.7982211370770841
SVM_Linear_0.95_seed42,0.750174398325776,0.7513079874433206,0.7952563655388908
SVM_Linear_0.95_seed5,0.7530519707010812,0.7577607254970352,0.7976979420997558
SVM_Linear_0.95_seed51,0.7553191489361701,0.7629926752703173,0.7720613882106732
SVM_Linear_0.95_seed6,0.7457272410184861,0.7661318451342867,0.7642134635507499
SVM_Linear_0.95_seed7,0.7251482385769097,0.7725845831880014,0.7927275898151377
SVM_Linear_0.9_seed0,0.7680502267178234,0.7370073247296826,0.7938611789326823
SVM_Linear_0.9_seed1,0.7755493547261946,0.7424136728287408,0.8074642483432158
SVM_Linear_0.9_seed2,0.7678758283920475,0.7303801883501917,0.8185385420299965
SVM_Linear_0.9_seed3,0.7432856644576211,0.7511335891175445,0.8018835019183815
SVM_Linear_0.9_seed4,0.7532263690268574,0.757063132193931,0.803104290198814
SVM_Linear_0.9_seed42,0.7486920125566795,0.7197418904778515,0.8025810952214859
SVM_Linear_0.9_seed5,0.7504359958144401,0.7352633414719218,0.800662713637949
SVM_Linear_0.9_seed51,0.7493896058597838,0.7316009766306243,0.7708405999302407
SVM_Linear_0.9_seed6,0.745204046041158,0.7385769096616672,0.7715381932333449
SVM_Linear_0.9_seed7,0.7303801883501919,0.7459016393442623,0.7999651203348448
SVM_RBF_0.85_seed0,0.7657830484827346,0.7602895012207883,0.7602023020579002
SVM_RBF_0.85_seed1,0.7565399372166027,0.7614230903383328,0.7696198116498082
SVM_RBF_0.85_seed2,0.7994419253575166,0.7609870945238926,0.7851412626438787
SVM_RBF_0.85_seed3,0.7854900592954308,0.7682246250435996,0.7709277990931287
SVM_RBF_0.85_seed4,0.7957795605162191,0.7556679455877223,0.7789501220788281
SVM_RBF_0.85_seed42,0.7961283571677711,0.7638646668991977,0.7915940006975933
SVM_RBF_0.85_seed5,0.7696198116498082,0.7471224276246947,0.7636902685734217
SVM_RBF_0.85_seed51,0.7854028601325427,0.7643878618765259,0.7814788978025811
SVM_RBF_0.85_seed6,0.7961283571677712,0.757324729682595,0.7807813044994767
SVM_RBF_0.85_seed7,0.7622950819672132,0.7540983606557378,0.7579351238228113
SVM_RBF_0.8_seed0,0.7785141262643878,0.7444192535751657,0.7638646668991977
SVM_RBF_0.8_seed1,0.7708405999302407,0.7447680502267178,0.7697942099755842
SVM_RBF_0.8_seed2,0.8051970701081269,0.7495640041855598,0.7868852459016393
SVM_RBF_0.8_seed3,0.7901988140913847,0.7521799790722009,0.7758981513777468
SVM_RBF_0.8_seed4,0.7994419253575166,0.7397976979420998,0.7793861178932683
SVM_RBF_0.8_seed42,0.8065922567143355,0.7485176142309035,0.7976979420997559
SVM_RBF_0.8_seed5,0.7807813044994768,0.73090338332752,0.7659574468085106
SVM_RBF_0.8_seed51,0.7879316358562958,0.749912800837112,0.7842692710149983
SVM_RBF_0.8_seed6,0.7989187303801883,0.7422392745029648,0.7832228810603419
SVM_RBF_0.8_seed7,0.7685734216951516,0.7329961632368329,0.7614230903383327
SVM_RBF_0.95_seed0,0.7575863271712591,0.7446808510638298,0.7746773630973142
SVM_RBF_0.95_seed1,0.754970352284618,0.7474712242762469,0.7804325078479247
SVM_RBF_0.95_seed2,0.7968259504708753,0.7467736309731426,0.7907220090687129
SVM_RBF_0.95_seed3,0.7802581095221487,0.7561911405650507,0.7833972793861178
SVM_RBF_0.95_seed4,0.788454830833624,0.7439832577607255,0.7865364492500871
SVM_RBF_0.95_seed42,0.7922915940006976,0.7465992326473666,0.7942971747471225
SVM_RBF_0.95_seed5,0.7699686083013603,0.7363969305894663,0.7753749564004185
SVM_RBF_0.95_seed51,0.7833972793861178,0.7513079874433205,0.7886292291594
SVM_RBF_0.95_seed6,0.7963027554935473,0.7418904778514127,0.7893268224625043
SVM_RBF_0.95_seed7,0.7596791070805721,0.7370073247296827,0.7705790024415766
SVM_RBF_0.9_seed0,0.7663062434600627,0.7483432159051273,0.7572375305197071
SVM_RBF_0.9_seed1,0.7575863271712592,0.7483432159051272,0.7655214509940704
SVM_RBF_0.9_seed2,0.7994419253575166,0.7467736309731426,0.7748517614230903
SVM_RBF_0.9_seed3,0.7839204743634461,0.7565399372166027,0.761771886989885
SVM_RBF_0.9_seed4,0.7914196023718174,0.7422392745029647,0.7708405999302408
SVM_RBF_0.9_seed42,0.7961283571677712,0.7510463899546566,0.7840948726892222
SVM_RBF_0.9_seed5,0.7739797697942099,0.7349145448203698,0.7596791070805721
SVM_RBF_0.9_seed51,0.7843564701778862,0.7495640041855597,0.7755493547261946
SVM_RBF_0.9_seed6,0.7967387513079874,0.742762469480293,0.7732821764911056
SVM_RBF_0.9_seed7,0.759679107080572,0.7398848971049877,0.7540983606557378
XGBoost_0.85_seed0,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed1,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed2,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed3,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed4,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed42,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed5,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed51,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed6,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.85_seed7,0.7626438786187653,0.7783397279386118,0.8249040809208232
XGBoost_0.8_seed0,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed1,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed2,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed3,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed4,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed42,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed5,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed51,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed6,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.8_seed7,0.7497384025113359,0.7830484827345657,0.8191489361702128
XGBoost_0.95_seed0,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed1,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed2,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed3,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed4,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed42,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed5,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed51,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed6,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.95_seed7,0.7462504359958145,0.7940355772584583,0.8228113010115101
XGBoost_0.9_seed0,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed1,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed2,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed3,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed4,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed42,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed5,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed51,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed6,0.7506103941402162,0.7704918032786884,0.8203697244506453
XGBoost_0.9_seed7,0.7506103941402162,0.7704918032786884,0.8203697244506453
