"cost","gamma","ber.test.mean"
2.30683172587305,0.0261873565614223,0.721026107591727
-5.42188765481114,7.91349732549861,0.25
-7.09465667372569,-2.41758005227894,0.25
-13.7344797723927,-1.26113190315664,0.25
-14.3897418072447,-10.9223201824352,0.25
7.40574169205502,6.64296691305935,0.354923842142446
-12.8638558485545,-8.75203843228519,0.25
-4.6287576877512,3.4491623332724,0.25
-8.57854365371168,-0.854649113025516,0.25
-1.16727088345215,-6.18876575259492,0.753691147100752
14.1043320740573,8.85922281537205,0.308341285437221
9.16201885091141,4.3516049394384,0.444541022616618
-4.93681490421295,6.30407665623352,0.25
-4.7963424702175,10.3863491979428,0.25
6.80715537630022,-0.244253219570965,0.736325280831797
10.0158461253159,8.72769327135757,0.3111210093089
11.9022099673748,6.62216908531263,0.355860435417749
1.11598395975307,-2.69806310534477,0.867076330020731
-3.86016859905794,-14.1013649990782,0.25
7.1682650106959,-1.68957182206213,0.819866945399713
-13.2455186499283,13.339043436572,0.25
-8.05004371795803,3.8944400427863,0.25
5.36755289649591,-1.49521336890757,0.804123714666371
-5.99764032522216,-11.2033322593197,0.25
6.19639275362715,-13.1030959985219,0.615947959711079
-7.41734706563875,1.01414274657145,0.25
-8.81004522554576,3.71410593157634,0.25
10.5225717136636,-12.9694497096352,0.732544350376378
-11.9741179724224,5.90814191149548,0.25
-11.0602538776584,10.6114139850251,0.25
1.81738659041002,-11.1708073248155,0.512837124844346
12.8545621270314,4.06499186530709,0.458934527131671
-14.5254170685075,14.2633460042998,0.25
-11.6653043101542,4.20147817349061,0.25
-11.9120518583804,-1.9869533018209,0.25
-3.45983069390059,-3.1445870641619,0.6574817638774
-5.1885632914491,10.4407333256677,0.25
13.8975286530331,-9.58333904156461,0.903185423225042
-8.88482274720445,8.04932571016252,0.25
14.7792731551453,-8.68511220440269,0.902275016737078
5.96802206709981,1.48509541992098,0.628426548903665
-10.8062984724529,-2.80853862175718,0.25
-7.68917354755104,5.44308877782896,0.25
-1.71473272377625,6.63357756799087,0.258327612981563
-3.80193941295147,-1.98151189601049,0.545034355220684
9.39843921689317,6.49047062499449,0.357795056742788
9.98416073620319,13.8481336506084,0.261237468601645
-6.56349398894235,-6.88573075924069,0.354494817590803
-12.1359383035451,13.7444211845286,0.25
8.00718819955364,-2.00828996719792,0.840565088801579
9.38529212493449,-1.78906369954348,0.825984149111954
-1.04530020151287,3.04842558223754,0.403617805999821
-14.0063903667033,0.933721864130348,0.25
8.48076815251261,-6.6038493742235,0.910205937148249
-0.0866514863446355,-8.12343540368602,0.668520719008787
7.01408727094531,8.55911504477262,0.31370578639611
0.0643402431160212,13.6813202826306,0.25881269670656
-9.29899017792195,-0.689574445132166,0.25
-10.3982752701268,-10.4857782251202,0.25
4.89325673785061,-2.87014697911218,0.880834227537057
-4.8442054563202,-6.00300586083904,0.388630500952393
11.4762935880572,-0.610829230863601,0.757438506293163
8.10051010223106,-8.84253701660782,0.885793821537911
-12.3295812564902,1.03037863969803,0.25
-13.9575031050481,-11.6968376515433,0.25
-10.7997583318502,11.6384878358804,0.25
-13.0319573055021,-12.9334235354327,0.25
6.60399012733251,-6.12188091035932,0.906815048284511
2.78085730969906,-4.98025370528921,0.901740906863252
-7.01474123401567,5.43529711430892,0.25
11.3816734473221,6.07576351845637,0.370088775887606
-12.3432642105035,-12.1006706915796,0.25
1.85685612028465,-14.2332252091728,0.373002367422996
11.6017550253309,12.9360263119452,0.269382433447034
-13.6882201954722,6.55850999755785,0.25
11.088384767063,-2.57735925726593,0.871307014580207
7.3636650829576,0.468957850243896,0.693694003403538
-8.10355688212439,9.8521414375864,0.25
-11.8766804295592,-7.91049554944038,0.25
-8.70687903603539,5.20923305070028,0.25
12.8588266158476,14.9235337902792,0.254217081621456
-10.8298621536233,5.69948399439454,0.25
-1.45583475474268,3.62778772367164,0.358650268783883
-8.65686514182016,0.00124527141451836,0.25
0.873491365928203,-13.3241698890924,0.373334753174861
-8.09371738694608,-8.75434522982687,0.25
1.27118513686582,-1.90867380006239,0.830402187084689
-10.4070819192566,3.8406852632761,0.25
-2.0400658948347,4.08506923355162,0.266906355270856
-7.82815996091813,-1.97727172169834,0.25
11.1031414428726,10.4276541410945,0.289149445808255
0.133410743437707,-9.59108865587041,0.51692727399506
8.99125312222168,7.85338276298717,0.323632906234096
-6.44628086127341,-10.7136975531466,0.25
14.0387276373804,14.1380193689838,0.258161876745218
-5.75434274040163,13.8390511111356,0.25
12.5136794359423,-2.41367861861363,0.86267161485546
12.4748915433884,-11.0872272821143,0.887812027244652
-11.5973079926334,-14.8727061739191,0.25
-4.60116796195507,14.7623222786933,0.25
8.45991930691525,-11.8792127631605,0.73324333388043
-11.5378048620187,-9.5643169968389,0.25
-14.2346416041255,-13.1616299995221,0.25
13.1272757286206,13.9249877049588,0.260371925978512
-0.529434001073241,-3.84219179162756,0.863421028519871
2.12147228652611,8.79903108347207,0.309148534696483
10.7569570792839,-3.76475488767028,0.893073028734123
5.77596744289622,14.3436332792044,0.257427459137736
13.3969726064242,-7.35046411631629,0.902507415778778
-13.1222103210166,-7.68734429497272,0.25
-13.4993878961541,10.2362442808226,0.25
-14.4146790448576,-12.3026606161147,0.25
7.77645871974528,2.30882228119299,0.560725012296964
-9.83078648569062,14.8102983087301,0.25
12.8020267398097,12.637364321854,0.27215376312633
6.67797756381333,11.2153923162259,0.279799005833341
3.24646790977567,11.6955213365145,0.276380380122445
3.46072529442608,-1.29391882801428,0.791459413603431
3.04360613459721,-11.3769875303842,0.592194453891388
9.03952304972336,1.21777228312567,0.645736934875825
10.9951932937838,1.73982930835336,0.604055912841527
-7.1370365540497,-3.64657969214022,0.250397456279809
-3.61186064081267,-9.33199552819133,0.373162505290272
-10.87357012555,7.00776112033054,0.25
-0.890097641386092,-0.882858114782721,0.686064706388857
1.91710917977616,-6.96331546409056,0.833398851703391
-1.14433045266196,14.9000054877251,0.25
6.59458293579519,-7.63555509969592,0.895886839411613
14.8893662891351,3.30528971040621,0.499885052948029
9.55471281660721,-5.85274556418881,0.910217442093169
-3.87976662721485,-3.55149402748793,0.638269042572966
3.06386705255136,-8.09059258550406,0.805810530607179
12.7353166113608,-9.42527376813814,0.906661945504061
11.2876371759921,-3.14392521511763,0.887737480237056
-9.74987231427804,-10.3618717496283,0.25
14.7597445710562,-2.38305171020329,0.859543868161299
11.1588606890291,12.0715616410598,0.275311091126211
3.51771591464058,-14.1229848260991,0.39298772620303
0.307640726678073,-14.3870489741676,0.348649903395226
9.34328587492928,-10.0416653836146,0.870607969586111
-3.45879456494004,-2.93942484771833,0.639577599225456
7.55059214774519,-4.57900114590302,0.903182759957383
2.23603837424889,1.02168252691627,0.658342863147234
3.87560378294438,-6.92984682507813,0.878898651716199
11.7676669405773,1.49497352074832,0.626389847126179
1.96855023968965,3.78806076943874,0.474361404284487
8.0983949219808,-12.7160087716766,0.675565153435909
10.4459348204546,12.3071393673308,0.273435913281669
14.687539015431,-6.36761143337935,0.894897258658194
-14.5824876800179,1.34963580407202,0.25
-3.25029324973002,8.74434889527038,0.25
-12.1741784177721,-2.30678114108741,0.25
8.39247798314318,9.81598419137299,0.297067496257739
12.9475920181721,9.45477965287864,0.302660141365889
9.34781891293824,10.2216690103523,0.291543378776192
-14.5046005700715,3.3260874543339,0.25
-12.9512347024865,-7.5351542327553,0.25
4.71729457844049,11.9129126518965,0.276115619563567
-11.5478174504824,12.20057989005,0.25
-5.67702562781051,6.99723917758092,0.25
13.672897873912,10.9262981638312,0.282744833085071
-7.53885880345479,4.49029747629538,0.25
10.9223200986162,13.8488768180832,0.261237468601645
-14.7259534243494,6.91391268046573,0.25
-5.28541320702061,-6.95160679752007,0.376640832558218
-8.98013468133286,-1.45920076640323,0.25
13.7142766197212,7.3257320956327,0.336350749649923
12.6715044700541,-14.1444397950545,0.73014038299764
-7.13696786435321,-13.8209826755337,0.25
-5.1369530428201,13.3735377620906,0.25
6.88644276000559,11.8881564144976,0.276115619563567
-6.12460792064667,3.93600197508931,0.25
4.58614819217473,7.34931590035558,0.335368134381593
-2.19151315279305,8.09503762749955,0.250336021505376
-2.57843349594623,14.5508021931164,0.25
