"cost","gamma","ber.test.mean"
6.89493605168536,7.34156957594678,0.5
11.7241140129045,-5.9810289926827,0.59886803011803
-11.9430444133468,-9.27931400947273,0.5
-7.26999959209934,-6.82126385858282,0.5
-14.7816145489924,12.5371907511726,0.5
10.2152449870482,-3.68821991141886,0.623112535612536
0.0611997675150633,-5.03493975615129,0.68452380952381
8.56605678331107,8.44874819973484,0.5
-6.40043308027089,-3.37152548599988,0.5
2.53976095933467,14.8245067032985,0.5
10.0720765767619,6.80566028226167,0.5
-2.77710150461644,13.7557905795984,0.5
9.05894702766091,6.14555851556361,0.5
7.3030416900292,-13.7651494774036,0.672275641025641
-13.324404428713,11.9037124235183,0.5
3.64500476745889,6.46832737606019,0.5
-14.8062082403339,-10.4756888654083,0.5
-3.28987043118104,6.42485628370196,0.5
-6.29023200832307,10.1199465268292,0.5
9.28489269688725,-9.5439691725187,0.693149674399674
3.46271321643144,-12.0548378792591,0.524305555555556
-6.74461305141449,8.4043732797727,0.5
-1.87373405322433,-8.34083155961707,0.5
2.19197577098384,8.41459792340174,0.5
-10.3343270625919,10.4138930118643,0.5
-7.55094566848129,9.06297247856855,0.5
-11.7902887542732,2.37132850801572,0.5
-13.1283114454709,-12.2784513956867,0.5
-6.00145511096343,4.22490458004177,0.5
-0.221728028263897,1.65942539926618,0.5
-13.2472981698811,-4.71264117630199,0.5
5.40164000820369,-1.9684275216423,0.609243996743997
-7.43635737570003,-10.6071518920362,0.5
3.66392980562523,2.39032215205953,0.498148148148148
1.70032824855298,-14.2695346288383,0.5
-4.37432264909148,-3.66333107929677,0.5
-14.2232425441034,5.29282019706443,0.5
-13.3482910715975,-13.7020584661514,0.5
-14.8340336792171,-8.79657549317926,0.5
12.4022555002011,-4.76711421506479,0.607582926332926
-4.22476303065196,10.987787519116,0.5
14.2077139858156,14.407751862891,0.5
-12.8186288313009,-1.14882278256118,0.5
12.9245192511007,-11.0942824557424,0.68456450956451
10.7718936935998,0.60056205606088,0.500503663003663
-8.2686403230764,-2.18602767912671,0.5
7.87238564807922,2.81484912615269,0.5
6.58528111875057,-6.47725990740582,0.668612637362637
-1.74975083442405,7.54165055695921,0.5
13.0227702506818,-12.8575998335145,0.686920024420024
-3.30245854798704,-11.1712369672023,0.5
14.3611962301657,-10.1648661238141,0.669810744810745
-11.5230306400917,8.58209187397733,0.5
12.1588064264506,2.9961030674167,0.5
-5.99590027704835,-8.21861616801471,0.5
4.15272144600749,-6.62925437092781,0.68456450956451
-0.857085781171918,12.6850683800876,0.5
-1.58881112700328,-9.71619902411476,0.5
-1.05277254944667,11.0141031187959,0.5
9.61905932519585,13.3778002043255,0.5
0.376211658585817,-11.8432094925083,0.5
12.3874710593373,14.6911774738692,0.5
1.3554262672551,-2.63305346947163,0.636055148555149
2.07563168602064,13.0554108275101,0.5
-0.639762757346034,-1.65722693083808,0.623099816849817
-4.93480379926041,-13.1409038230777,0.5
2.47052963124588,-9.82753235148266,0.633073870573871
10.1887872652151,-6.56030623242259,0.644558913308913
8.7641043914482,6.87347497791052,0.5
10.2112885122187,-0.155759789049625,0.533938746438746
13.7528830929659,-12.6950568635948,0.682249694749695
4.18409475591034,10.4307110072114,0.5
1.85626890510321,2.51611569430679,0.5
13.1928954552859,-5.86792435264215,0.60970695970696
-0.766278204973787,9.88371091196314,0.5
-10.2997582568787,12.9549618484452,0.5
-9.42130304407328,-6.21529642492533,0.5
-7.30829520849511,-11.6838378435932,0.5
-12.7254861057736,-13.844206596259,0.5
12.6579456520267,7.03233991283923,0.5
-6.71117116464302,-4.45409071398899,0.5
11.0527173453011,8.11647785827518,0.5
14.7431728709489,14.330420542974,0.5
-4.69893800793216,11.7989771766588,0.5
4.33047585189342,-6.17827949579805,0.670464489214489
