ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean,dataset
0.08015959325577593,0.13173459073997823,-0.0013377806147312065,0.0016692611761891603,0.15134865499692585,0.4172909193185624,0.3922697898609725,-9.183947044036902,15.6341623259509,2.17939952861862,0.0,500000000000.0,2.17939952861862,0.6312210407013568,0.04218866869562921,0.008731268747414552,25.0,1.0,0.07837662244813737,0.5899817480606504,0.06579009201342283,5.274997120606924,34.256895058316694,76.04584172919878,309.31477590962396,0.9394855975722197,0.12252908288178456,3.3333333333333335e-05,4.067477838053234,-0.30717368943747514,0.0,18.383809722307028,7.865146074796054,-0.0025693068788979704,0.0001680162866579121,0.33511965422247986,0.09597402807804183,0.3374258982168507,78.56436252187422,0.245,1.27460801335869,1.2049884388995082,1.3442275878178715,1.115552269567343,0.10537664452746162,-227.1117816129696,30000.0,0.48433734939759,0.614629948364888,0.5014865247278509,1069_pc2
0.46165239668276625,0.32526955794908397,-0.009594322375925538,0.021435459090638462,0.7345565241457811,1.0647430177194088,1.0329116287659719,0.9061622684548976,15.661408597127325,2.902841663942329,0.01,49.999999994999996,2.7449569567241996,0.20314010467015567,0.2747832200249926,0.029421218493563755,25.0,1.0,-0.3954336210158841,0.9411083663678603,0.298876713189904,0.37286188014127,-1.5622716908748577,11.984582983998708,49.50922819379758,0.7495214625407493,0.22630397789513376,0.00016666666666666666,4.131076422091283,-0.2515537364025568,0.0,20.58922920404636,8.45194898979283,-0.008895382877076793,0.0014577896827064523,0.6916494896790387,0.44177998849006855,0.502969298038772,65.58729275888751,0.4727,1.7265719352477256,1.486865231482092,1.966278639013359,1.3224323209522293,0.23718467734562854,-160.90626040876845,30000.0,0.48760162601626,0.815142276422764,0.594157445799458,1073_jEdit_4.0_4.2
0.3543540526126888,0.1007918153597537,-0.00496880198336213,0.009835439941342096,0.5520571350477015,1.6167957607885295,1.6035107953086052,5.711853960333441,15.6759082162762,1.8322011113349324,0.01,49.999999994999996,1.7753985682754398,0.6561552051735058,0.14379011871026603,0.023715852705346523,25.0,1.0,-0.039681725896814644,0.9210199534529464,0.1610312520308164,2.2966126255242236,4.8582158564475115,83.14496348571109,170.05217154315378,0.7836425495398339,0.1637795534431195,3.3333333333333335e-05,2.0452492179201704,-0.4066907554334822,0.0,13.984288405990295,6.4068558888062235,-0.010221955152055609,0.0002420108297147028,0.25903514243081494,0.18290079871108228,0.3756039541451992,81.07948072671522,0.17956666666666668,3.9082237974197915,0.8652583486995955,6.951189246139988,8.033657527348865,0.5919794248527849,-113.89647195398999,30000.0,0.494818652849741,0.761816300569572,0.5214725869891241,1451_PieChart1
0.4892211098145932,0.2618658959403187,-0.024908387744273914,0.023336841449732172,0.6790910059397219,1.429861973878461,1.390687603122768,4.481931890502059,15.636059369352594,1.9619274614523012,0.0,500000000000.0,1.9619274614523012,0.684556151871729,0.38546199216954363,0.04166620482358963,25.0,1.0,-0.0965137524711963,0.9995479527334223,0.4212400437965564,1.0739504681883338,-0.7810867594489714,9.073076968340553,34.42441602641281,0.7916318540880748,0.36137386599093874,0.5880666666666666,3.794128072155566,0.14910136451866482,1.112860795090215e-148,14.766996370980774,6.920824536518856,0.009075234811808053,0.015099287432609694,0.2868367869092593,0.04356179725089375,0.16578334451161442,73.57158680469105,0.24896666666666667,3.7696294387846487,3.3307581518077236,4.208500725761573,1.2635263606504132,0.5762986603913832,53.329690445753045,30000.0,0.5,1.0,0.630903515231166,1504_steel-plates-fault
0.5264163763486831,0.2180771168360742,-0.02133357696118762,0.016920527328161846,0.7081352725227424,0.7889740078194183,0.7365744295358979,-2.9857165012486053,15.695717093058676,2.8969412007494446,0.01,49.999999994999996,2.582976456017794,0.21924064135471183,0.30801013351924106,0.03721916746987199,25.0,1.0,-0.004523923633431173,0.9928707523897264,0.32648059539763835,1.315592062842042,-0.014441109356872595,2.873158190579243,12.597236890252644,0.6363436372077421,0.33977427518438674,0.2288,4.384456425529634,0.35206834746733395,0.0,17.897901913353902,7.919640947852241,0.014513856163632646,0.004382483410270197,0.5862412062922167,0.17224367957520886,0.19883765741973256,67.4534443229729,0.4343666666666667,2.917296867598447,2.171073629207349,3.6635201059895453,1.6874232438286283,0.4649806256936017,-30.056644353936548,30000.0,0.0666666666666667,0.876984126984127,0.24493180776014112,299_libras_move
0.45373450034372853,0.16956404445019446,-0.022031016642293868,0.015620460687141504,0.6953590530689822,1.845022276525377,1.8184553482802817,6.778878775027335,15.648155506673215,1.5454478016405209,0.001,499.9999995,1.5116454551324237,0.7401913397113237,0.313057072600084,0.04018204901691147,25.0,1.0,0.13234624254448624,0.9993818420361373,0.348456441025261,1.6894637192228656,0.9978541920420945,2.495796065964927,16.830667703436866,0.8596686746049093,0.2887870543058013,0.7409333333333333,6.743606952887408,0.23743511866996467,0.0,16.157380334744836,7.3578615411459145,0.011244686046732287,0.003993150786871607,0.2029966297063052,0.04534693029052737,0.12101817184530571,78.31775218791921,0.13896666666666666,4.47024838930178,3.8283325039262577,5.112164274677302,1.3353501216085693,0.6503316553705257,117.86203257912749,30000.0,0.166666666666667,0.987816764132554,0.30714501438596015,35_dermatology
0.49664858979111426,0.3378391809073944,-0.01687590657075705,0.006942761401132096,0.711887521544684,0.5889403979012042,0.5228019731247284,-6.569733523150777,15.657939473904,2.88592581470928,0.01,49.999999994999996,2.428502975598587,0.05700190006333544,0.21069482434741588,0.027761967555477985,25.0,1.0,0.40164766849862354,0.9695407646428175,0.22434616969990753,0.2785579615672884,-1.2501995444831593,2.953881512658895,7.6964065586865305,0.8454963192440539,0.14560396800891182,0.0001,2.605523114485426,0.6473699761214935,0.0,17.533889591995706,7.793606834828886,0.01863474774153917,0.00036254923111534327,0.7072745502674278,0.2714598806425892,0.2369373836348154,65.30154262000185,0.5159333333333334,4.306480632472251,0.5053290452722436,8.107632219672258,16.044263229097123,0.634122498404873,-141.7876343409896,30000.0,0.0055555555555555,0.416666666666667,0.14455,475_analcatdata_germangss
0.5660091690468176,0.28878699240921807,-0.017722314511090236,0.02540766672109535,0.778724835102579,0.9387433885352644,0.8724626547786742,-0.7811915956991076,15.632567517793804,2.5577517686655313,0.001,499.9999995,2.2361731600304546,0.3739124637487916,0.34225831679749336,0.04047129728294343,25.0,1.0,-0.24977825583161994,0.9996157327602773,0.3577633889809916,0.8673169062723265,-0.8662009220617697,2.084370435779895,3.156148519250887,0.936936645156852,0.13143403299119788,0.376,1.5141975078285246,0.5112144671942661,0.0,14.089628514347838,6.555700048601352,0.027898607010852235,0.033856370762606836,0.4536984769123842,0.05572936592299469,0.07774495184783634,58.052329894220115,0.4082,4.213701356356447,3.408363606339392,5.019039106373502,1.4725656315062332,0.6246637519929906,90.112731994097,30000.0,0.25,0.920123181488129,0.4426925617065259,1497_wall-robot-navigation
0.4650756516774126,0.21951863030929986,-0.01873632160487792,0.020656665088162652,0.6562949651173704,1.7669125230408194,1.7326744847051878,6.538697343045371,15.668680946572188,1.6939624822089077,0.01,49.999999994999996,1.546359985524463,0.6957898596619887,0.3161333672563685,0.03573618557787881,25.0,1.0,-0.11009895226616784,0.9932609433405691,0.3551095920375163,1.1428072894629115,-0.6136750527832966,128.87590715265242,257.3280963917999,0.47345853560426393,0.413434682946331,3.3333333333333335e-05,1.9967122022814936,-0.03873949294432158,1.9196817953608248e-11,11.51096477584258,4.288090196292376,-0.003208165733519328,0.000748279909675178,0.22071360868691212,0.12462958395539588,0.2719507679649559,80.34841222042982,0.17566666666666667,3.2239188097687363,0.8394403506525937,5.608397268884879,6.681114702811397,0.5083840961253052,-122.3740228195335,30000.0,0.495934959349594,0.909656479964009,0.5883826978694688,481_biomed
0.3824009341524037,0.138554132839257,-0.010638962599282778,0.009922098028985877,0.5906191940999941,2.1822651305139185,2.1880577881652274,8.157504484012627,15.698141545976304,1.2091244382395594,0.01,49.999999994999996,1.1574742222629317,0.8059935331177706,0.18287892916889772,0.02275389038169608,25.0,1.0,0.10112448880948605,0.946036022301258,0.2051747590930084,1.9798922031713606,2.358044706924109,141.19293737178873,259.0005676600414,0.7367456678398727,0.1110321846177367,3.3333333333333335e-05,1.8343733934654267,-0.5472962981893068,0.0,16.644314517746633,7.551009722224115,-0.014871176519807587,0.00018796060572155517,0.14371905382186978,0.1547901684273812,0.4150288795121282,84.80501289599772,0.0934,1.352478358162558,1.1261477269217492,1.5788089894033663,1.4019554909705627,0.13113032442160621,-193.27085421807675,30000.0,0.481981981981982,0.866066066066066,0.5353761102769437,55_hepatitis
