dataset,Class,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean
1452_PieChart2,Tuning,0.0877569362534496,0.1376514261893027,-0.0014273660139002,0.0021557452875849,0.15828504855509,0.5150741679311247,0.5250580246439411,-7.536620246988365,15.66110590791001,1.367277300716543,1e-05,49999.9950000005,1.3668903595273163,0.7994933164438814,0.0467732314705688,0.0087151202399297,25.0,1.0,0.0724276017877387,0.5280242336698986,0.075827514189042,5.207812540855285,30.8292899460632,114.61057957495136,213.81619161837216,0.9294582044580152,0.1349990728125759,3.3333333333333335e-05,1.865588608061631,-0.3549184390643217,0.0,18.80143869115772,8.080428722168387,-0.0033304606219189,3.989580997732361e-05,0.1737073514236329,0.1152432226456161,0.4289771391884353,84.2717555211578,0.1249,1.9570060141597223,0.3392766100412666,3.5747354182781783,10.53634501309372,0.2915921603094072,-239.55638051709096,30000.0,0.480185161911943,0.641614650971192,0.5024333433757372
1453_PieChart3,Tuning,0.2392373639996402,0.102512684154779,-0.0044063282391774,0.0076379188263844,0.3946003262212652,1.971179585160865,1.9928712378050284,7.570772431528873,15.67348091024379,1.5279147918447014,0.001,499.9999995,1.5059370116424495,0.7335577852595087,0.1381343437400144,0.0242914792947379,25.0,1.0,-0.0084168237381857,0.9436906710710756,0.1567200100939296,2.85315783449154,7.379804912048986,98.27082525453469,215.7594297123567,0.8772943485390445,0.121541242286987,3.3333333333333335e-05,2.1955593550121164,-0.496561014155673,0.0,16.090933181831012,7.46440759698855,-0.0104257164118904,0.0002205073029976,0.2051722752145562,0.1230556391841836,0.3333893617394166,82.6478557271546,0.1418666666666666,2.0061416408144335,1.539737634595704,2.472545647033163,1.6058227008790262,0.302361592519372,-144.70264622011442,30000.0,0.492335580449256,0.676158105662329,0.5110508317387652
1455_acute-inflammations,Defaults,0.5405134292196406,0.4092867321156676,-0.0148519180788466,0.0369994844546724,0.7400430521664204,1.3756550285029263,1.3291424608561602,4.04909935093756,15.698450880046916,1.0383966161158296,0.01,49.999999995,1.0242091929432529,0.8592286409546985,0.4445266586120138,0.0416666666665833,25.0,1.0,-0.3319220805299997,0.9958845210603106,0.4720599663546648,0.3502634732638691,-1.811503394440966,45.90855705807718,86.3330573975201,0.9174514444880858,0.1569887027113296,0.5434666666666667,1.8805439101102988,-0.2029248014636728,2.8167351190760787e-276,14.07317278115905,6.42464781959231,-0.0149102438960104,0.0013294387135767,0.119630919591568,0.093054365370513,0.3010414261474034,84.29010756013376,0.0755333333333333,4.028942360428263,1.2228658719146828,6.835018848941844,5.589344674599866,0.6051910542519737,-37.19579294875885,30000.0,0.5,1.0,0.7051001710299505
1456_appendicitis,Defaults,0.4074790547975778,0.197278402010313,-0.0116474481546211,0.0149272717624991,0.5967104232830269,1.8495335139242808,1.851537668387215,7.008770711174513,15.67908891445194,1.5506876486651189,0.01,49.999999995,1.4812317657959515,0.7242908096936564,0.223202076537361,0.0278605863854591,25.0,1.0,-0.1114196813243829,0.9436132473112352,0.2571471663934289,1.4123179426379473,0.3173765778632598,106.06676689287622,209.9173579343367,0.6973298002818462,0.12243110194245,6.666666666666667e-05,1.9791058413833245,-0.3604209718958787,0.0,13.61863638994708,6.226157737012368,-0.0148858842016955,0.0001202439400848,0.2031983526959671,0.2270790282641562,0.5032988442807836,83.02365419621036,0.1415333333333333,2.750214615982619,0.3874273608828782,5.11300187108236,13.197317451760604,0.4393665857941109,-205.05320496869177,30000.0,0.48025641025641,0.845592185592186,0.5524900773300774
1459_artificial-characters,Tuning,0.4833969389415281,0.2751429534252674,-0.0129489011505081,0.0254342743422632,0.732062300278834,0.9937143926325376,0.9344107253787748,-0.0782845818084982,15.66220733043193,2.5019816081283395,0.001,499.9999995,2.1935127295867,0.4043134771159039,0.3379865486676081,0.0391189239043725,25.0,1.0,-0.3369820689725856,0.9995360528356724,0.3567874248613636,0.8346733212251747,-1.0013966657225049,93.8461968671138,262.9469826043398,0.813061257571613,0.1789492467245045,3.3333333333333335e-05,2.8018927924875836,0.2715768429889089,0.0,15.577306312390576,7.1247550207090455,0.0135998851809007,0.0187938835189827,0.4306409750488962,0.0580929273853463,0.0827722058096397,61.68928071779079,0.3158,4.743726494124068,3.799349335553996,5.68810365269414,1.497125731362431,0.676119641250714,123.26218037362813,30000.0,0.0995238095238096,0.647070833665962,0.2507062543795679
1460_banana,Tuning,0.3549699914764718,0.3684618063809169,0.0096387919132022,0.0273422089901686,0.6817475068466061,1.217354099791399,1.1769989160633147,2.552599873670152,15.64849181005482,2.3758469306027865,0.001,499.9999995,2.1351783827773914,0.4491483049434981,0.380634742351663,0.04082982040689,25.0,1.0,-0.5211694446785688,0.9993364662765132,0.4209633889089219,0.4833267641666208,-1.5880649498267465,68.3252768855888,182.68446391331923,0.8562432701556852,0.138247279837007,3.3333333333333335e-05,2.673746411876575,0.0177933471211279,0.0020564087620221,12.549618894604055,5.4525245830175,0.0013737444348933,0.0037591137946824,0.4078310448062491,0.0773077344720528,0.1606552903235703,64.58802863259947,0.2874,3.6188849461292465,2.7677285196864747,4.470041372572019,1.6150577416735818,0.5585747759639489,36.18457117949163,30000.0,0.499238747553816,0.905494072564488,0.6501730518042874
1462_banknote-authentication,Tuning,0.5201046312199733,0.4454216769044251,-0.018707591922768,0.0342858441536963,0.7683125568617721,1.1304440254941426,1.0629518401159346,1.5745692808276583,15.617073264061732,2.387459398015685,0.001,499.9999995,2.360572761281746,0.5403513450448348,0.4309522122576319,0.041643430325812,25.0,1.0,-0.4283984291374967,0.9995512558565356,0.4696794243698202,0.199777061961051,-1.8885739821939147,2.925035153020787,6.650721394485141,0.9015511506238392,0.2453411393842999,0.4238333333333333,2.2737235781985157,-0.0220945827557081,0.0001296418980362,15.372561885343208,7.178694161663185,-0.0014455815927825,0.0104861265046958,0.3990912758373398,0.0561858846558502,0.1564444644333238,67.92670228186061,0.2774,4.771649883033817,4.710467115029396,4.8328326510382364,1.0259773676409691,0.6786685700686533,125.09257179953372,30000.0,0.5,1.0,0.7228322067171392
1463_blogger,Defaults,0.2278049892518202,0.5188956992679976,-0.003997345938114,-0.0030399114540142,0.2780957005316719,0.7189575241964761,0.6839426660214625,-4.385554161165949,15.692371988976076,2.262173644037188,0.01,49.999999995,2.2081071340887495,0.5544851495049835,0.0521044555510771,0.0055125276065862,25.0,1.0,0.0432183854522484,0.4244914515782148,0.0916855974532683,-0.1693707216835106,1.823454126057186,69.62823952233789,180.27104704454743,0.8434182334092759,0.1183375915874086,6.666666666666667e-05,2.58905076849905,-0.0236158096490167,4.300545074634499e-05,18.67007267778185,8.153886929587301,-0.000265408454381,6.725761438321033e-05,0.3480519427616421,0.3073443897414655,0.5480883303588032,78.1922532097824,0.2493333333333333,3.5838506591008175,0.0513287854657747,7.11637253273586,138.64291679650788,0.554349904092957,-269.95512934800166,30000.0,0.246031746031746,0.699404761904762,0.4811769246031746
1464_blood-transfusion-service-center,Tuning,0.1487955234061997,0.3076619504951524,-0.0044928927656571,0.0045218251678,0.3949250436938296,0.4302737186848531,0.4159109523221652,-8.6439370068998,15.611236738175506,2.2969456935306973,0.01,49.999999995,2.084341270568795,0.505416847228241,0.118429841447965,0.0180405976738627,25.0,1.0,-0.3164288133289408,0.909720434725824,0.1422015208147329,1.9489096770945185,3.797685530471745,57.53618056638886,121.76630516309324,0.9050900355439352,0.1114059313933075,3.3333333333333335e-05,2.116343211600386,-0.1281313775976133,5.32803165606647e-110,12.501972164515117,5.371786727972729,-0.0033916754243855,4.479761631418374e-05,0.361741470588167,0.1831017853729259,0.3431934518987643,77.79857849677423,0.2551666666666666,1.719419011257977,1.3129819579968072,2.125856064519147,1.6191053133440676,0.2353817243326907,-159.45426627068736,30000.0,0.438493631971893,0.671384004967213,0.510190016713024
1465_breast-tissue,Defaults,0.4545095961607416,0.1941781755451004,-0.0132400852736943,0.0078898240101955,0.566812410851018,0.926385943544833,0.8825263600240976,-1.0387649801855812,15.687401218564077,2.844714109866661,0.01,49.999999995,2.7225022672730557,0.2732424414147138,0.162227949488289,0.0218698798667432,25.0,1.0,-0.0847618021933067,0.8528998290340526,0.1983057495351866,1.1773713499481189,0.348438934302242,52.522500035041055,188.81278047050972,0.5826501636742076,0.3288244338558329,0.0005666666666666,3.5948932427918945,0.1021566971426097,2.0795765102325948e-70,11.827344548254397,4.665051605877188,0.0043425613536791,0.0006584811011067,0.5692716650841753,0.4375882162273224,0.5245514928216133,70.77394220415881,0.4117333333333333,1.3778305258506964,1.1675429051144484,1.5881181465869445,1.360222514846175,0.1391958023221308,-202.7390575812529,30000.0,0.157407407407407,0.51957671957672,0.2278932363315697
1466_cardiotocography,Tuning,0.530057299296643,0.2730986992408357,-0.02695430573316,0.0228672919962616,0.7145774427975107,1.1877427033214558,1.1242567980283231,2.1950270584689697,15.655739214053463,2.14815953115515,0.0001,4999.99995,2.100082870286621,0.5653855128504284,0.3892529303712199,0.0416646951034805,25.0,1.0,-0.0909574025209767,0.9996120638206436,0.4199289634378294,1.026623731382943,-0.8388525057658902,6.629123852806074,43.041045625797054,0.8324909411765488,0.2839006235250123,0.4733666666666666,6.492720091143192,0.0203257436280045,0.0004304411296115,15.09691667211711,7.108982797565917,0.0012006569606504,0.0221682182868346,0.3379993762585705,0.0448899928653258,0.1340752017870676,70.56585657635631,0.1914,4.751127016989784,3.931858589159016,5.5703954448205515,1.416733414619213,0.6767966410360937,122.3240724723407,30000.0,0.1,1.0,0.3475456004793883
1468_cnae-9,Tuning,0.5259863610768887,0.1790691631785345,-0.0218895771022599,0.0137980948204751,0.7757711241044423,0.4629572354482973,0.423477694525816,-8.03021142102466,15.659715882214911,2.7138906786838235,0.001,499.9999995,2.403779580009001,0.0541351378379279,0.2898510732849737,0.0398909926569371,25.0,1.0,0.1563881152315214,0.9988527926787772,0.3103530764898826,1.726210161386431,1.3506831006534863,2.665620513433845,8.847195986694425,0.7301367676546953,0.2939358232046334,0.0362666666666666,3.3190005636977085,0.6355122863027711,0.0,13.879373180039694,6.368363140921408,0.0309711282638726,0.0247048173671181,0.707731052231173,0.0714902293605694,0.0982491999230767,60.27305964257374,0.5903333333333334,4.1237972221706025,3.625928741048821,4.621665703292384,1.2746157007912586,0.6152973017479751,88.68262365780313,30000.0,0.111111111111111,0.950335442819103,0.2610068523391399
1473_fertility,Tuning,0.0862241123731574,0.2796064842533373,-0.0015381721115649,0.0022182682804332,0.1623953817348385,0.7193174419536705,0.6764369989882251,-4.376510967567363,15.69799645487634,2.0618215414741563,0.0,500000000000.0,2.0618215414741563,0.6767225574185807,0.0478219715816602,0.0092672467334224,25.0,1.0,-0.0246672415936548,0.5283552682805153,0.0799785752566998,3.708686219436952,15.532462167742352,92.49176136474766,201.9049963669734,0.8985842363997865,0.1152213998003148,6.666666666666667e-05,2.182951144921383,-0.3825262708797619,0.0,16.414101959233506,7.538817317247594,-0.0040574246861896,1.4801740092568038e-05,0.3059388238965288,0.1634586944370439,0.4579929252440873,79.97572337232674,0.2199,1.1693193527093722,1.1677792439876808,1.1708594614310632,1.00263767099667,0.0679331374911283,-239.04545552016785,30000.0,0.404795821462488,0.767094017094017,0.5060932652738208
1475_first-order-theorem-proving,Tuning,0.5226064413789208,0.271017011276472,-0.0089680416579805,0.0259031557462291,0.7304386799416336,0.9908138949465372,0.9288942145426357,-0.1141472522620574,15.67531365879787,2.4771260603002028,0.01,49.999999995,2.1966703059544805,0.4005800193339778,0.3092598330420935,0.0375909546424846,25.0,1.0,-0.2961967049829926,0.997831601322424,0.3302160412152997,0.8931397572746224,-0.7585574738701775,52.33578422363582,139.31225675666508,0.8898109104436098,0.1036400204502809,3.3333333333333335e-05,2.6618929824643076,0.2256213510820025,0.0,16.798630765976203,7.435526265735341,0.0100200297191735,0.014812619973921,0.4288541271876218,0.0941306340819724,0.1285644199545605,68.13213379345653,0.3314333333333333,4.350513214363855,3.7393729739565127,4.961653454771197,1.326867763479635,0.6385404921315647,83.98380910136424,30000.0,0.166108376347455,0.430183799926448,0.237698821309718
1479_hill-valley,Tuning,0.7652078819425434,0.3330472122026044,0.0045425593192771,0.0232496730845324,0.937240294790726,0.8131995520363372,0.7108416152979248,-2.8755139200031277,15.641337200698606,2.91151593472116,0.01,49.999999995,2.008462997676898,0.0055335177839261,0.223227571024912,0.026710760849555,25.0,1.0,0.1543857374590118,0.9771460334513442,0.2350589356048586,0.8652807514169439,-0.6635473659596034,2.646998446587153,6.705099374108544,0.8727483110979354,0.1281979296438358,3.3333333333333335e-05,2.5330953188699747,0.3750524164043637,0.0,12.928573337732542,5.735365422333007,0.0153709313454925,0.007854399401726,0.7070689003977718,0.2480649960930009,0.2146185739526852,66.13914173528042,0.5273,1.9671201608608475,1.8156768791251203,2.118563442596575,1.1668174370410185,0.2938308894594238,-124.76530740440568,30000.0,0.466309473215551,0.744449841134924,0.5594620260187939
1480_ilpd,Tuning,0.2085986095060279,0.1589879820078131,-0.0023766449581009,0.0080846799727995,0.384372073134228,2.0095232092329782,2.0704613873520517,7.939555668678699,15.684456465928692,1.5672086430595376,0.001,499.9999995,1.5522540260697832,0.7221240708023601,0.1383026593131224,0.0177758037108677,25.0,1.0,-0.183750689258588,0.8987501314758398,0.1599318023343927,2.3056872294393176,4.246589295576167,88.75713934585488,183.7976612559417,0.8494734654059467,0.1170524723633953,3.3333333333333335e-05,2.0707929819565924,-0.2235985130632982,0.0,12.15651025957069,5.019720450720392,-0.0071240059569531,0.0001973016973128,0.2158199400361655,0.1781890547294833,0.4423580863536229,82.2952754464638,0.1472666666666666,1.8275481458667135,1.1817627919916982,2.473333499741729,2.0929187452002727,0.2618688270576665,-181.82453363272137,30000.0,0.483572686627828,0.665490130478421,0.51253940280969
1484_lsvt,Tuning,0.3951944064447943,0.1247206372255284,-0.0144361051390128,0.011447787078046,0.6366081702206463,2.1992673644702574,2.2234825714931867,8.158073725260826,15.683614020872062,1.133725853678763,0.01,49.999999995,1.0705053217445826,0.8233941131371045,0.2180408607457087,0.0301186290168401,25.0,1.0,0.1633050167434885,0.984455652838006,0.2547683638638224,1.9990470062463963,2.2192045277004144,210.88171373784493,425.68242623530926,0.1515483100777719,0.3345523665658669,6.666666666666667e-05,2.018583871925895,-0.4544942773318926,0.0,13.130814116763668,5.895263493264289,-0.0196415690112136,0.0004120397281576,0.1296910303048424,0.1013291901824135,0.276980032436952,84.74875824990221,0.0781333333333333,2.551323907535664,1.0571455362923885,4.045502278778939,3.826816781503389,0.4067655986826503,-120.29385123252962,30000.0,0.493589743589744,0.91991452991453,0.547108037037037
1487_ozone-level-8hr,Tuning,0.3083583037616157,0.0908263030701449,-0.0092164466766156,0.0110873344841194,0.5000526489972918,2.1668356199771437,2.2013441023197946,8.182512091228762,15.64686933906715,1.197519283832402,0.01,49.999999995,1.148357484540843,0.8168605620187339,0.2071744508323161,0.0293803066632272,25.0,1.0,0.0865531281962357,0.9862617922594362,0.2252509073931307,2.38447929138217,4.137690789434128,193.40381605287695,416.5055143884943,0.5453566250303126,0.1676013332680332,3.3333333333333335e-05,2.1535537554989026,-0.5328452851899989,0.0,17.50048238738381,7.846635036722483,-0.0152964364529939,0.0005270683878546,0.14138006924311,0.0821181584794296,0.2264509251945405,83.90848292303724,0.0892,3.707716795785584,0.6256685904208983,6.789765001150269,10.852015116456178,0.569106554295462,-151.91339773009875,30000.0,0.499530516431925,0.739750119191879,0.5215148199728985
1488_parkinsons,Tuning,0.4372931958710072,0.1631995242762367,-0.0133742030992375,0.0172394476391783,0.6343381162556552,1.7500215415118636,1.73018360290742,6.51332336998707,15.689040926605475,1.722198481528748,0.01,49.999999995,1.606777269614741,0.6947231574385813,0.2553107022432392,0.0328495102839756,25.0,1.0,-0.0977442582233745,0.9856535415775036,0.2869610902632165,1.4064006837212937,0.3268234004838382,2.478980732740467,6.406824728002102,0.8143346450776169,0.2553529952374516,0.6947333333333333,2.5844592672234654,-0.0810045821290208,7.416929486973729e-45,14.27716506223069,6.665173153870341,-0.00348759478858,0.0006538826316074,0.226696999970575,0.1383381292507658,0.2897978249548617,81.07802468550321,0.1563333333333333,2.507591455846615,0.7563266720396762,4.258856239653554,5.630974547231764,0.3992567813916161,-152.45905687373062,30000.0,0.5,0.954256854256854,0.5747717937309604
1489_phoneme,Tuning,0.4855002813695548,0.3107314268394059,-0.0104697638806438,0.026636164445861,0.7189609127507549,1.0259235830506503,0.9676957769650956,0.3184996357434126,15.626703104049597,2.424799525497675,0.01,49.999999995,2.2075215698168087,0.4159805326844228,0.330232217669353,0.0386781429983744,25.0,1.0,-0.4009871347120921,0.9986215919301888,0.3564284019613118,0.6252103003638396,-1.2942088981155184,79.67813421823355,220.03542042318833,0.7709830317117122,0.2534609144627115,3.3333333333333335e-05,2.7615533744869323,0.1964347620569768,1.116635805146503e-258,12.230011068457737,5.083991338587001,0.0137717034576618,0.0072023585901441,0.4207208318454447,0.0857440974161896,0.1248482870157014,68.53863012094813,0.3590333333333333,4.0004976938225765,3.4873500976222114,4.513645290022941,1.2942908408017872,0.6021140243868562,74.76503555025695,30000.0,0.499709133216987,0.869138063395686,0.6136740584804824
1490_planning-relax,Defaults,0.0919691503053785,0.617351820795796,-0.0020549884084835,0.0012936509395107,0.1566735057581554,0.3998284998519848,0.3812311244093747,-9.383577528661148,15.661679542438634,0.9804033594778236,0.01,49.999999995,0.9511695536149108,0.8574619153971799,0.044349085004338,0.0080459274444473,25.0,1.0,-0.0171198713506482,0.5805071003131907,0.0692389335704883,-3.715928521161286,18.408808064292216,133.70420407325005,378.834093545422,0.936736713358252,0.0892674304823432,3.3333333333333335e-05,2.833374583628457,0.377559342081646,0.0,18.095659076604935,7.934605831722012,0.0032903460906282,2.302405828353001e-05,0.1104044395047576,0.1164843239999009,0.3981580046154187,85.90070940101576,0.0777333333333333,0.9614490058477444,0.6959390084439563,1.2269590032515325,1.7630266278550988,-0.0170737452952893,-242.51377788770495,30000.0,0.353801169590643,0.584850640113798,0.4963993050945682
1491_one-hundred-plants-margin,Tuning,0.7056178336483124,0.4120785629558022,-0.0327116212570203,0.0078600761506301,0.7666698899610843,0.7753633508690143,0.696546473157866,-3.095340787438312,15.658865360541242,2.76073572933927,0.01,49.999999995,2.431154000511057,0.2520084002800093,0.3155634274299214,0.040578560695013,25.0,1.0,-0.0653133778914956,0.997029648289724,0.3469072128096024,0.2477026428845417,-1.2058733109487725,2.4344181217861727,6.470470794543931,0.9265752939487212,0.1490823024448963,0.2496666666666666,2.657912680092022,0.7370014503990231,0.0,16.179704110867174,7.410962974893413,0.0344988025558055,0.0139554044032887,0.5502740015226748,0.1304943527002727,0.1586965883671427,61.46837539488247,0.4480333333333333,3.349570412716191,1.836230594022839,4.862910231409543,2.648311299918582,0.5249891117085832,-5.773464755661394,30000.0,0.01,0.8405,0.3527679611111111
1492_one-hundred-plants-shape,Tuning,0.5759145010580475,0.4351915969092188,-0.0223918557214864,0.0111256054387303,0.788683900290922,0.6823775400329757,0.6075654410280569,-4.727654782157522,15.660182054180044,3.0390821827676073,0.01,49.999999995,2.264007004270368,0.0588352945098169,0.2632014422687351,0.0367769552368679,25.0,1.0,-0.1952269997438291,0.9953116870198058,0.2838616365492063,0.419981509158903,-0.6325155935386215,2.5525254753171076,8.518912167211512,0.92745535927974,0.1239008125449903,0.0544666666666666,3.337444522918952,0.649138714963968,0.0,16.886735801296332,7.487057129848155,0.0246106641024651,0.0218851822536599,0.6785356783149401,0.1417388764786697,0.123624884593237,57.60763249652116,0.5599,3.5927319138836817,3.454965402590891,3.730498425176473,1.07974986446402,0.5554248117873568,19.859319730083342,30000.0,0.01,0.718166666666667,0.3178061222222222
1494_qsar-biodeg,Defaults,0.5143074803215864,0.243026285163673,-0.0218329087557856,0.0211416510029209,0.7099520976304896,1.4881758539996417,1.4324108542033789,4.879482565121821,15.664172784255902,2.1541177386723267,0.001,499.9999995,2.084941663781994,0.5463515450515017,0.3434574326974723,0.0381991327854966,25.0,1.0,-0.0975808518501341,0.9983156141981726,0.3693554027273108,1.070612460444296,-0.7259380479416984,69.60555003613905,170.5972066119088,0.7553573711311298,0.1705866500521006,6.666666666666667e-05,2.450913849877383,0.2352253839282985,0.0,12.87881405904708,5.657246923918806,0.0153577509143035,0.0044833290070494,0.3407463813652879,0.0793115456765594,0.1495911656916516,74.53981240368199,0.2615333333333333,2.55420718233938,2.2810295662124354,2.827384798466325,1.239521328590165,0.4072561217832405,-59.85657775101862,30000.0,0.497607655502392,0.875293866455733,0.5892804072686281
1495_qualitative-bankruptcy,Tuning,0.4192010580578028,0.1840559679824213,-0.0197983190971098,0.0188707987928223,0.6177482280471973,2.03463121602606,2.0341461431442034,7.679299261918641,15.699454071162906,1.306157206399959,0.001,499.9999995,1.3057976634710744,0.8271609053635122,0.3419083023735144,0.0389651214581055,25.0,1.0,0.0298287502736313,0.9966667295065188,0.3668251546796331,1.5215318147207793,0.3651762232230688,3.2540829039923356,6.948251840145797,0.9209222918008582,0.1661161036406118,0.7882333333333333,2.1352411862706577,-0.0618689429909264,7.712983906431037e-27,16.779071206834658,7.650652052196323,-0.0029664617755061,0.0006614054386775,0.1550694163263326,0.0697906501411085,0.2197377190972459,83.29602079844692,0.1082333333333333,3.140132378971535,2.803781899628884,3.476482858314186,1.2399262791350147,0.4969479570685772,-12.422896798124128,30000.0,0.5,1.0,0.5923850485967334
1496_ringnorm,Tuning,0.4771291578631492,0.302579530713551,-0.0277222152615692,0.0201835631841195,0.6419681579997216,1.539572499512961,1.517722427958821,5.214689889684978,15.609362222245077,1.8942800061876643,0.001,499.9999995,1.6936337581894736,0.6419880662688756,0.3818036443864541,0.0409313747551652,25.0,1.0,-0.1856618394579539,0.9980467795353324,0.4284560999367581,0.779226827376868,-1.2881332956760772,131.9617220294188,417.60045089642426,0.3438551491419052,0.4682712376887497,0.0001666666666666,3.16455745252645,-0.2318434495827085,0.0,11.557167269729584,4.404439625002081,-0.0225535074171705,0.0069554435971216,0.2770301036337097,0.0613336896765742,0.2755986411678296,70.64599550789335,0.1403,2.7911898096696492,2.196098128969634,3.3862814903696643,1.5419536339010946,0.4457893708811964,-50.0248818377564,30000.0,0.499851323223312,0.981430402416467,0.6463013259236873
1497_wall-robot-navigation,Tuning,0.5660091690468176,0.288786992409218,-0.0177223145110902,0.0254076667210953,0.778724835102579,0.9387433885352644,0.8724626547786742,-0.7811915956991076,15.632567517793804,2.5577517686655313,0.001,499.9999995,2.236173160030454,0.3739124637487916,0.3422583167974933,0.0404712972829434,25.0,1.0,-0.2497782558316199,0.9996157327602772,0.3577633889809916,0.8673169062723265,-0.8662009220617697,2.084370435779895,3.156148519250887,0.936936645156852,0.1314340329911978,0.376,1.5141975078285246,0.5112144671942661,0.0,14.089628514347838,6.555700048601352,0.0278986070108522,0.0338563707626068,0.4536984769123842,0.0557293659229946,0.0777449518478363,58.052329894220115,0.4082,4.213701356356447,3.408363606339392,5.019039106373502,1.4725656315062332,0.6246637519929906,90.112731994097,30000.0,0.25,0.920123181488129,0.4426925617065259
1498_sa-heart,Tuning,0.4179450658587381,0.2643962453748293,-0.0128362516475211,0.0122788198128791,0.6161827464353156,1.8568293185403997,1.84191687418055,6.978955946520159,15.693808097582414,1.5772670137126217,0.01,49.999999995,1.5049641401561136,0.7122904096803226,0.2132270038124114,0.0283018330896237,25.0,1.0,0.0014315266374008,0.9737653469466614,0.2390943227026135,1.6339032602601395,1.027059621162623,100.20980412839432,177.60978989815624,0.9364381861156544,0.0830115183637457,3.3333333333333335e-05,1.772379373884326,-0.2197659743996908,0.0,12.06331424704624,4.872299424574688,-0.0107843555393749,0.0002495015613052,0.2104653160042809,0.1433136455588761,0.3247234694900815,82.26395977195959,0.1400333333333333,2.6027856345114975,2.5415956563624142,2.663975612660581,1.0481508362633385,0.4154384010781201,-60.618280927583825,30000.0,0.465923890923891,0.708679283679284,0.5298767621421788
14_mfeat-fourier,Tuning,0.6940639636606983,0.3645530944291182,-0.0348023557180157,0.0068948988345785,0.7372522755791555,0.7872601391402,0.7087918536482536,-2.904990747370542,15.687284278975737,2.644794858176718,0.001,499.9999995,2.3701696257161498,0.2714090469682322,0.3422405429436616,0.039467601637197,25.0,1.0,0.0577731953771665,0.9961925398354814,0.3708818584856393,0.4506739254914747,-1.3829366020520923,2.4062954892216903,6.0423668346517525,0.8995741922235748,0.1647342918033244,0.2705666666666667,2.51106601899654,0.5961821586567877,0.0,18.677758678683503,8.163243307227642,0.0270864514963225,0.0304688199949151,0.5346252458065694,0.1365012627990278,0.1947568977287185,60.33927948718949,0.4472666666666666,6.4863374938813445,1.184285976268501,11.788389011494187,9.954005407230772,0.8119995419190599,23.15352391413765,30000.0,0.1,0.855922787193974,0.3747092084118016
1504_steel-plates-fault,Tuning,0.4892211098145932,0.2618658959403187,-0.0249083877442739,0.0233368414497321,0.6790910059397219,1.429861973878461,1.390687603122768,4.481931890502059,15.636059369352594,1.9619274614523012,0.0,500000000000.0,1.9619274614523012,0.684556151871729,0.3854619921695436,0.0416662048235896,25.0,1.0,-0.0965137524711963,0.9995479527334225,0.4212400437965564,1.0739504681883338,-0.7810867594489714,9.073076968340551,34.42441602641281,0.7916318540880748,0.3613738659909387,0.5880666666666666,3.794128072155566,0.1491013645186648,1.1128607950902151e-148,14.766996370980774,6.920824536518856,0.009075234811808,0.0150992874326096,0.2868367869092593,0.0435617972508937,0.1657833445116144,73.57158680469105,0.2489666666666666,3.7696294387846487,3.3307581518077236,4.208500725761573,1.2635263606504132,0.5762986603913832,53.329690445753045,30000.0,0.5,1.0,0.630903515231166
1506_thoracic-surgery,Tuning,0.0868820511292204,0.3862300054072258,-0.0015258878813142,0.0018167312529046,0.1371438091195337,0.654534486610081,0.641750759091456,-5.478402704663971,15.697268617431986,2.010927325279104,1e-05,49999.9950000005,2.0107893328596953,0.6343878129270976,0.0330274309193917,0.004897128117999,25.0,1.0,0.0425726277089298,0.4553799875970167,0.0701180037334915,2.7440755832018513,13.335045717704944,71.81426184816227,147.2121227506202,0.9233485752149134,0.1010762324683749,3.3333333333333335e-05,2.049900938366121,-0.2642010943123968,0.0,17.82841034485387,7.7382147362383025,-0.0023928251494479,2.088273735085412e-05,0.3046306799410678,0.1980449719262066,0.4215897019670487,79.94989413766449,0.2204,1.015269137223976,0.3676131104665822,1.6629251639813698,4.523574150732076,0.0065811844342981,-266.688886624162,30000.0,0.439484126984127,0.602777777777778,0.5025410251322752
